"ID_number","Diameter_in","Height_ft","Ht2LC_ft"
2543,8.4,59.4,29.7
2544,0.4,4.3,2.15
2545,5.1,36.8,18.4
2546,6.5,47.7,23.85
2547,0.3,4.8,2.4
2548,5.6,42,21
2549,7.8,55.8,27.9
2550,3.4,24.3,12.15
2551,8.2,59.4,29.7
2552,0.1,6.2,3.1
2553,7.9,56,28
2554,4.2,33.1,16.55
2555,6.9,48.9,24.45
2556,6,41.9,20.95
2557,1.5,12,6
2558,5.1,39,19.5
2559,0.3,3.7,1.85
2560,11.7,76.8,38.4
2561,0.5,6.4,3.2
2562,20.3,117.3,58.65
2563,4.7,37.1,18.55
2564,3.3,25.7,12.85
2565,0.7,6.6,3.3
2566,0.3,4.8,2.4
2567,5.4,40.9,20.45
2568,4.8,36.1,18.05
2569,8,57.2,28.6
2570,7.5,55.3,27.65
2571,1.1,8.9,4.45
2572,3.3,26.2,13.1
2573,1.5,10.8,5.4
2574,15.4,97.5,48.75
2575,31.3,153.7,76.85
2576,7.2,50.4,25.2
2577,0.9,7.7,3.85
2578,7.9,58.4,29.2
2579,1.4,9.9,4.95
2580,2.9,23,11.5
2581,2.2,17.9,8.95
2582,2.3,17.2,8.6
2583,10.5,73.3,36.65
2584,1.2,10.2,5.1
2585,1.2,10.4,5.2
2586,0.6,5.9,2.95
2587,4.1,30.5,15.25
2588,5.8,42.5,21.25
2589,0.3,6,3
2590,2.5,20,10
2591,8.1,60.1,30.05
2592,5.3,40.4,20.2
2593,5.2,39.7,19.85
2594,8.9,61.6,30.8
2595,2.4,18.9,9.45
2596,2.4,19.2,9.6
2597,0.2,4.6,2.3
2598,0.7,5.4,2.7
2599,7.4,53.7,26.85
2600,2,16.4,8.2
2601,4.7,36,18
2602,2.4,17.7,8.85
2603,10.9,73.4,36.7
2604,1.8,14.3,7.15
2605,1.3,10,5
2606,2.3,19.5,9.75
2607,2.5,18.9,9.45
2608,11.6,78.9,39.45
2609,2.2,17.6,8.8
2610,2.3,18.1,9.05
2611,2.6,20.5,10.25
2612,7.7,55.1,27.55
2613,1.9,14.2,7.1
2614,9.8,67.5,33.75
2615,11.8,79.2,39.6
2616,0.2,5.8,2.9
2617,4.2,32.9,16.45
2618,1.8,13.2,6.6
2619,3.8,28.9,14.45
2620,0.1,4.2,2.1
2621,10.2,70.5,35.25
2622,2.9,23.6,11.8
2623,15.6,99,49.5
2624,2.7,19.5,9.75
2625,3.9,29.7,14.85
2626,10.2,69.8,34.9
2627,2.5,16.5,8.25
2628,0.8,6.8,3.4
2629,1.5,11.7,5.85
2630,2.7,18.8,9.4
2631,1.7,12.5,6.25
2632,35.1,167.3,83.65
2633,7,51.9,25.95
2634,5.3,40.6,20.3
2635,4.1,31.5,15.75
2636,3.4,27.5,13.75
2637,3.2,24.4,12.2
2638,1.7,12.4,6.2
2639,5.3,40.7,20.35
2640,1.1,7.5,3.75
2641,0.7,6.3,3.15
2642,10.5,72.6,36.3
2643,11,74.4,37.2
2644,0.2,4.5,2.25
2645,14.3,92.6,46.3
2646,5.3,40.5,20.25
2647,5.5,41.3,20.65
2648,15.3,94.4,47.2
2649,11.9,79.2,39.6
2650,6.2,45,22.5
2651,4,29.5,14.75
2652,0.6,7.2,3.6
2653,3.6,27.6,13.8
2654,6.6,48.1,24.05
2655,2,15.6,7.8
2656,2.6,19.2,9.6
2657,0.2,2.9,1.45
2658,1.5,12.9,6.45
2659,4.9,38.1,19.05
2660,3.5,26.2,13.1
2661,3.3,25.5,12.75
2662,6.3,47.2,23.6
2663,8.1,55.6,27.8
2664,36,169.2,84.6
2665,2,16.9,8.45
2666,6.2,45.7,22.85
2667,5.7,44,22
2668,1.3,10.8,5.4
2669,0.6,6.6,3.3
2670,2,15.1,7.55
2671,6.1,45.2,22.6
2672,7.2,52.4,26.2
2673,2,15,7.5
2674,2.5,18.9,9.45
2675,0,5,2.5
2676,7.5,54.4,27.2
2677,1.2,10.1,5.05
2678,5.1,39.9,19.95
2679,1,9.8,4.9
2680,1.8,13.9,6.95
2681,6.4,47.3,23.65
2682,3.3,26.5,13.25
2683,1.3,11.1,5.55
2684,2.3,18.1,9.05
2685,2.2,18.3,9.15
2686,1.5,11.7,5.85
2687,11.6,76,38
2688,21.1,119.9,59.95
2689,8,56.1,28.05
2690,0.5,4.8,2.4
2691,3.4,26.8,13.4
2692,8,56.9,28.45
2693,4.8,37,18.5
2694,18.1,107.3,53.65
2695,8.5,59.2,29.6
2696,21.9,124.9,62.45
2697,3.6,25.8,12.9
2698,0.2,3.3,1.65
2699,1.1,9.4,4.7
2700,4,30.6,15.3
2701,4.4,33.7,16.85
2702,0.8,7.6,3.8
2703,1.1,8,4
2704,2.6,21.2,10.6
2705,3.4,27.3,13.65
2706,5,36.4,18.2
2707,3.1,24.3,12.15
2708,5.4,42.5,21.25
2709,6.5,46.3,23.15
2710,5.3,40.4,20.2
2711,3,24.5,12.25
2712,4.3,33.4,16.7
2713,3.1,21.8,10.9
2714,2,16.2,8.1
2715,1.6,10.4,5.2
2716,1,8.2,4.1
2717,3,23.7,11.85
2718,3.4,25.8,12.9
2719,4.4,32.4,16.2
2720,3.1,24,12
2721,1.2,10.4,5.2
2722,12.6,83.9,41.95
2723,5.5,41.8,20.9
2724,10.9,76.1,38.05
2725,2.3,19.2,9.6
2726,9.8,66.8,33.4
2727,2.3,17.6,8.8
2728,7.7,56.4,28.2
2729,2.1,17.7,8.85
2730,4,31.6,15.8
2731,2.5,19.8,9.9
2732,3.4,25.2,12.6
2733,3.7,27.1,13.55
2734,10.6,73,36.5
2735,14.3,91.3,45.65
2736,9.2,64.1,32.05
2737,4.8,35.2,17.6
2738,6.9,51.3,25.65
2739,8.1,59,29.5
2740,15,95,47.5
2741,1.3,12.6,6.3
2742,10.7,70,35
2743,1,9.7,4.85
2744,1,9.4,4.7
2745,7.6,55.4,27.7
2746,4.8,36.2,18.1
2747,5.8,42.9,21.45
2748,8.3,58.5,29.25
2749,2.1,15,7.5
2750,2.6,19.3,9.65
2751,4,32.3,16.15
2752,0.4,4.8,2.4
2753,4.8,36.2,18.1
2754,1.6,12.7,6.35
2755,3.3,24.4,12.2
2756,0.7,6.3,3.15
2757,0.8,5.8,2.9
2758,0.1,4,2
2759,5,38.5,19.25
2760,1.3,9.3,4.65
2761,1.4,9.2,4.6
2762,5.3,41.1,20.55
2763,2.2,17.6,8.8
2764,2.6,19,9.5
2765,4.7,36.1,18.05
2766,6.7,49.5,24.75
2767,0.3,4.4,2.2
2768,0.6,6.6,3.3
2769,9.2,63.4,31.7
2770,10.6,72.9,36.45
2771,0.3,5.6,2.8
2772,10.3,71.7,35.85
2773,6.5,49.5,24.75
2774,1.4,12.9,6.45
2775,9.1,63.9,31.95
2776,10.5,72.3,36.15
2777,2,14.7,7.35
2778,0.2,3.6,1.8
2779,8,56.5,28.25
2780,15.6,96,48
2781,1.5,11.6,5.8
2782,2.8,21.8,10.9
2783,5,36.9,18.45
2784,2.7,23.4,11.7
2785,0.1,4,2
2786,4,29.9,14.95
2787,2.2,17.5,8.75
2788,0.6,5.8,2.9
2789,6.6,49.6,24.8
2790,1,7.4,3.7
2791,9.7,70.8,35.4
2792,6.8,48.9,24.45
2793,5.7,43,21.5
2794,3.6,27.5,13.75
2795,0.1,3,1.5
2796,0.8,7,3.5
2797,2.7,21.4,10.7
2798,0.6,6.9,3.45
2799,0.5,4.8,2.4
2800,4.6,34.1,17.05
2801,4.2,32.7,16.35
2802,7.6,54.9,27.45
2803,2.6,20.1,10.05
2804,9.9,68.6,34.3
2805,2.6,20.2,10.1
2806,3.3,25.3,12.65
2807,11.5,77.3,38.65
2808,0.7,7.1,3.55
2809,0.7,5.9,2.95
2810,1,10.7,5.35
2811,2.6,19.3,9.65
2812,1.8,13.5,6.75
2813,5.7,41.6,20.8
2814,2.2,16.4,8.2
2815,8.9,63.4,31.7
2816,7.8,54.3,27.15
2817,1.5,13,6.5
2818,1.6,13,6.5
2819,1.5,12.5,6.25
2820,1.3,12,6
2821,4.7,36.2,18.1
2822,1.3,11.3,5.65
2823,8.9,62.7,31.35
2824,2.9,21.1,10.55
2825,0,3.2,1.6
2826,30.2,151.6,75.8
2827,2.2,16.3,8.15
2828,2.1,16.2,8.1
2829,2.9,21.7,10.85
2830,10.2,69.4,34.7
2831,4.4,33.2,16.6
2832,11.2,75.7,37.85
2833,3.1,24.2,12.1
2834,24,132.5,66.25
2835,6.1,44.9,22.45
2836,0.1,5.8,2.9
2837,4.7,35.2,17.6
2838,4.3,35.1,17.55
2839,10.6,72.3,36.15
2840,4.3,33.6,16.8
2841,0.9,6.5,3.25
2842,12.6,81.2,40.6
2843,5.8,43.7,21.85
2844,2.6,19.3,9.65
2845,6.1,46.5,23.25
2846,3.1,23.4,11.7
2847,1.9,14.7,7.35
2848,5.1,38.2,19.1
2849,1.4,10.5,5.25
2850,4.3,32.9,16.45
2851,2.3,17.4,8.7
2852,3.4,27.6,13.8
2853,1,9.5,4.75
2854,0.2,5.3,2.65
2855,2.2,17.7,8.85
2856,6.9,51.5,25.75
2857,11.5,77.7,38.85
2858,10.5,72.7,36.35
2859,1.3,9.5,4.75
2860,5.9,43.2,21.6
2861,4.8,36.3,18.15
2862,21.1,121.1,60.55
2863,9.8,67.7,33.85
2864,0.1,3.5,1.75
2865,0,4.6,2.3
2866,2.2,17.4,8.7
2867,12.2,81.2,40.6
2868,3.6,27.8,13.9
2869,4.9,34.8,17.4
2870,2.5,18.3,9.15
2871,3,22,11
2872,4.2,32.8,16.4
2873,15,95.3,47.65
2874,13.2,86.2,43.1
2875,8.4,60.8,30.4
2876,3.7,28.6,14.3
2877,1,9.5,4.75
2878,0.5,4.9,2.45
2879,2.9,21.1,10.55
2880,4.7,38.6,19.3
2881,9.9,67.9,33.95
2882,1.1,8.5,4.25
2883,2.7,20.6,10.3
2884,3,21.7,10.85
2885,1.1,7.3,3.65
2886,0.5,6.4,3.2
2887,5.4,42.2,21.1
2888,14.7,95.4,47.7
2889,14.8,93.9,46.95
2890,5.5,40.8,20.4
2891,5.5,41.4,20.7
2892,3.8,29.5,14.75
2893,18.7,111.3,55.65
2894,7.9,56.2,28.1
2895,0.5,5.9,2.95
2896,6.1,46.3,23.15
2897,16.3,100.5,50.25
2898,0.6,7.2,3.6
2899,2.8,19.2,9.6
2900,13.2,86.2,43.1
2901,11.1,74.7,37.35
2902,2,18.1,9.05
2903,10,68.5,34.25
2904,0.4,6,3
2905,3.9,29.1,14.55
2906,2.6,19.6,9.8
2907,19.3,113.8,56.9
2908,1.4,10.5,5.25
2909,8.2,60.1,30.05
2910,7.5,54.1,27.05
2911,3.7,26.3,13.15
2912,2.6,20.3,10.15
2913,2.9,23.6,11.8
2914,5.3,37.9,18.95
2915,5.4,39.7,19.85
2916,7.5,54.3,27.15
2917,1.3,9.6,4.8
2918,1.9,13.8,6.9
2919,10.1,71,35.5
2920,0.5,4.5,2.25
2921,14.2,89.7,44.85
2922,1.6,12.9,6.45
2923,8.3,60.4,30.2
2924,2.1,16.9,8.45
2925,5.5,42.3,21.15
2926,0.6,4.3,2.15
2927,4.4,33.1,16.55
2928,13.6,86.6,43.3
2929,4.8,38.3,19.15
2930,0.2,6.3,3.15
2931,5.1,38.7,19.35
2932,1.8,12.4,6.2
2933,6.6,48.5,24.25
2934,9.6,65.8,32.9
2935,6.2,47.2,23.6
2936,3.5,27.3,13.65
2937,3.9,31.9,15.95
2938,0.4,3.7,1.85
2939,4.6,35,17.5
2940,1.4,11.3,5.65
2941,6.2,46.2,23.1
2942,0.9,6.4,3.2
2943,0.5,5.4,2.7
2944,0.7,6.1,3.05
2945,0.8,6.8,3.4
2946,17.8,108.3,54.15
2947,5.7,43.4,21.7
2948,2.4,18.2,9.1
2949,3.1,26.1,13.05
2950,4.1,31.9,15.95
2951,1.1,9.9,4.95
2952,0.4,6.1,3.05
2953,2.7,21.5,10.75
2954,2.1,17.1,8.55
2955,10.4,71.1,35.55
2956,2.2,16.9,8.45
2957,7.7,55.2,27.6
2958,2.6,21.3,10.65
2959,9.1,63.6,31.8
2960,0.1,3.4,1.7
2961,0.2,3,1.5
2962,1.1,6.9,3.45
2963,1.1,9.7,4.85
2964,9.8,68.3,34.15
2965,14.7,92.9,46.45
2966,12.8,83.4,41.7
2967,2.1,16.4,8.2
2968,11.8,80.4,40.2
2969,8.8,62.5,31.25
2970,2.2,17.5,8.75
2971,2.9,22.2,11.1
2972,0.7,6.9,3.45
2973,14.2,91,45.5
2974,1.3,9.6,4.8
2975,6.7,48.2,24.1
2976,6.1,45.3,22.65
2977,2,15,7.5
2978,10,69.1,34.55
2979,2.8,22.6,11.3
2980,1.9,15.3,7.65
2981,25.4,137.1,68.55
2982,9.5,68.7,34.35
2983,2.2,16.8,8.4
2984,13.3,85.3,42.65
2985,4,30.4,15.2
2986,13.5,86.3,43.15
2987,14.3,91.6,45.8
2988,1.7,12.9,6.45
2989,2.9,20.2,10.1
2990,4.1,31.1,15.55
2991,15.8,98.7,49.35
2992,7.5,55.1,27.55
2993,11.9,78.5,39.25
2994,2.4,19,9.5
2995,10.8,72.2,36.1
2996,7.3,52.5,26.25
2997,4.8,37.2,18.6
2998,7,50.5,25.25
2999,4.5,34.8,17.4
3000,3,22.8,11.4
3001,1.4,11.6,5.8
3002,0,4.7,2.35
3003,14.6,90.1,45.05
3004,2.2,17.1,8.55
3005,4.5,35,17.5
3006,10.4,71.5,35.75
3007,0.2,4.5,2.25
3008,3.6,27.9,13.95
3009,13.9,88.6,44.3
3010,10.7,72.9,36.45
3011,0.6,5.8,2.9
3012,4,31.2,15.6
3013,0.7,8.2,4.1
3014,3.2,25.8,12.9
3015,0.9,6.7,3.35
3016,1.2,11,5.5
3017,1.2,9.5,4.75
3018,2.3,16.2,8.1
3019,1,7.8,3.9
3020,0.7,6.7,3.35
3021,0,5.7,2.85
3022,3.6,29,14.5
3023,12.4,84.4,42.2
3024,6.4,47.6,23.8
3025,6.8,49.9,24.95
3026,2,14.9,7.45
3027,1.6,13.3,6.65
3028,0.8,6,3
3029,4.8,37.2,18.6
3030,6.3,45.4,22.7
3031,3.8,29.9,14.95
3032,1.5,13.3,6.65
3033,10.4,72.8,36.4
3034,5.9,43.7,21.85
3035,2.7,21.3,10.65
3036,0.3,4.7,2.35
3037,2.5,19.2,9.6
3038,8.6,60.8,30.4
3039,2.6,19.8,9.9
3040,2,15.2,7.6
3041,9.6,66.5,33.25
3042,5.7,41.6,20.8
3043,3.2,24.6,12.3
3044,3.3,24.5,12.25
3045,6.1,45.9,22.95
3046,12.9,85,42.5
3047,18.3,109.4,54.7
3048,1.6,12.8,6.4
3049,0.7,6.3,3.15
3050,1.5,12.7,6.35
3051,2.6,19.7,9.85
3052,1.2,9.5,4.75
3053,12.8,83.7,41.85
3054,4,29.6,14.8
3055,19,111,55.5
3056,3.5,28.2,14.1
3057,3,22.9,11.45
3058,2,16.2,8.1
3059,11.1,75.4,37.7
3060,1.9,15.3,7.65
3061,8.5,59,29.5
3062,2.7,21.9,10.95
3063,2.6,19.2,9.6
3064,7.8,57.1,28.55
3065,6.4,47,23.5
3066,5,37.2,18.6
3067,3,26.6,13.3
3068,3.4,24.7,12.35
3069,1.1,9.1,4.55
3070,0.3,5.5,2.75
3071,1.3,11.1,5.55
3072,15.2,94.9,47.45
3073,11.4,78,39
3074,0.1,4.1,2.05
3075,2.9,23.1,11.55
3076,8.9,64.8,32.4
3077,0.8,9,4.5
3078,6.3,45.8,22.9
3079,2.5,20.3,10.15
3080,7.9,56,28
3081,4,29,14.5
3082,1.8,13.5,6.75
3083,4.3,30.5,15.25
3084,4.5,34.7,17.35
3085,0.7,6,3
3086,6.9,50,25
3087,4.3,31,15.5
3088,2.3,16,8
3089,5.4,39.1,19.55
3090,5.2,40.5,20.25
3091,2.1,16.7,8.35
3092,2.2,19.7,9.85
3093,6.6,47.4,23.7
3094,21.8,123.5,61.75
3095,3.4,25.2,12.6
3096,0.6,6.7,3.35
3097,2.4,19,9.5
3098,2.5,18.2,9.1
3099,13.2,86.4,43.2
3100,6.5,48,24
3101,9.3,65.9,32.95
3102,5.4,39.9,19.95
3103,11.1,75.6,37.8
3104,3.2,25.5,12.75
3105,0.8,8,4
3106,0.9,8.1,4.05
3107,0,4.5,2.25
3108,6.4,48.5,24.25
3109,11.1,75.8,37.9
3110,14.2,90,45
3111,2.5,18.3,9.15
3112,19.2,114.1,57.05
3113,2.6,18.4,9.2
3114,9,62.9,31.45
3115,5.7,41.8,20.9
3116,0.1,4.1,2.05
3117,7.9,57.1,28.55
3118,3,24.2,12.1
3119,2.1,16.3,8.15
3120,3.7,29.3,14.65
3121,3.5,27.9,13.95
3122,6.2,45.4,22.7
3123,11.3,75.7,37.85
3124,8.4,59.8,29.9
3125,9.3,65.2,32.6
3126,10.7,73.9,36.95
3127,1.7,12.9,6.45
3128,5.4,39.6,19.8
3129,6.8,49.7,24.85
3130,5.6,40.8,20.4
3131,6.5,46.6,23.3
3132,2.6,20.2,10.1
3133,3.5,28,14
3134,12.8,83.8,41.9
3135,0.3,5.5,2.75
3136,2.6,20.8,10.4
3137,3.8,30.6,15.3
3138,16.7,101.5,50.75
3139,4.6,36.9,18.45
3140,2.1,15.9,7.95
3141,9.9,68.4,34.2
3142,10.9,73.7,36.85
3143,13.7,88.4,44.2
3144,1.7,13.7,6.85
3145,0.2,5.7,2.85
3146,1.3,9,4.5
3147,9.1,64.1,32.05
3148,9.8,68.1,34.05
3149,1.6,12.2,6.1
3150,4.6,35.4,17.7
3151,0.2,3.2,1.6
3152,6.9,50,25
3153,0.6,6.6,3.3
3154,3.1,24.7,12.35
3155,11.1,74.4,37.2
3156,1.8,15.7,7.85
3157,0.5,4.6,2.3
3158,7.7,55.4,27.7
3159,2.4,18.4,9.2
3160,3.7,28.2,14.1
3161,4,30.6,15.3
3162,0.8,8.6,4.3
3163,10.8,72.1,36.05
3164,5.6,41,20.5
3165,1.3,10.1,5.05
3166,9.8,68.1,34.05
3167,1.8,14.9,7.45
3168,1.8,15,7.5
3169,5.9,42.7,21.35
3170,11.1,77,38.5
3171,3.4,26.9,13.45
3172,3.3,25.2,12.6
3173,6.5,47.2,23.6
3174,5.1,37.5,18.75
3175,0.5,5,2.5
3176,4,32,16
3177,1.4,11.6,5.8
3178,1,7.4,3.7
3179,18.9,111.3,55.65
3180,0.7,8.3,4.15
3181,4.7,36.8,18.4
3182,9.2,66.4,33.2
3183,6,44.9,22.45
3184,3.2,26.5,13.25
3185,1.1,10.2,5.1
3186,9.9,70.1,35.05
3187,3.5,27.1,13.55
3188,8.3,60.3,30.15
3189,5.2,38.9,19.45
3190,7.6,54.4,27.2
3191,7.8,56.8,28.4
3192,2,15.2,7.6
3193,3.4,25.3,12.65
3194,0,6.5,3.25
3195,1.6,13.7,6.85
3196,1.4,11.7,5.85
3197,2.5,20.4,10.2
3198,3.1,24.3,12.15
3199,1.8,12.9,6.45
3200,4.6,34.9,17.45
3201,4.9,36.3,18.15
3202,4,31.1,15.55
3203,3,24.5,12.25
3204,10.9,74.1,37.05
3205,0.2,5.1,2.55
3206,7.1,51.9,25.95
3207,0.6,5.2,2.6
3208,30.8,154.1,77.05
3209,3.8,30.1,15.05
3210,2.9,24.3,12.15
3211,5.8,43.4,21.7
3212,3.5,27.3,13.65
3213,6.8,49.2,24.6
3214,0.6,6.8,3.4
3215,9.5,66.1,33.05
3216,2.8,20,10
3217,0.2,4.8,2.4
3218,6.9,49,24.5
3219,5.9,44.7,22.35
3220,4.9,35.4,17.7
3221,5,39,19.5
3222,2.1,16.9,8.45
3223,5.6,41.7,20.85
3224,2.7,21.1,10.55
3225,0.1,4.6,2.3
3226,0.3,5.7,2.85
3227,25,134.2,67.1
3228,5.6,42.3,21.15
3229,4.5,35,17.5
3230,2.3,18.4,9.2
3231,0.2,3.6,1.8
3232,0.8,6.3,3.15
3233,0.7,6.7,3.35
3234,0.4,5,2.5
3235,4.4,33.5,16.75
3236,6.1,44.3,22.15
3237,0.7,5.9,2.95
3238,2.1,15.2,7.6
3239,1.6,11.5,5.75
3240,8.3,58.4,29.2
3241,2,16,8
3242,4.2,32.9,16.45
3243,9.5,66.2,33.1
3244,7.3,54,27
3245,6.3,46.6,23.3
3246,9.2,65.2,32.6
3247,11.2,77.2,38.6
3248,1.7,12.3,6.15
3249,7.5,54.9,27.45
3250,8.9,62.5,31.25
3251,0.6,6.9,3.45
3252,10.2,69.2,34.6
3253,3.4,25.7,12.85
3254,7.4,53.1,26.55
3255,0.9,8.5,4.25
3256,5.3,40.4,20.2
3257,13.9,91.9,45.95
3258,8.7,60.3,30.15
3259,4.6,35.5,17.75
3260,2.2,17.1,8.55
3261,18.4,109.7,54.85
3262,5.7,43.4,21.7
3263,0.6,6,3
3264,2.3,16.4,8.2
3265,0.6,5.7,2.85
3266,0.2,5.1,2.55
3267,1.7,11.8,5.9
3268,4.5,36.2,18.1
3269,2.3,17.6,8.8
3270,10,70.5,35.25
3271,0.6,6.7,3.35
3272,9.4,67.7,33.85
3273,1.3,11,5.5
3274,11.4,78,39
3275,0.4,3.7,1.85
3276,0.1,4.9,2.45
3277,2.9,23.5,11.75
3278,1.2,10.3,5.15
3279,6.7,50.5,25.25
3280,1.2,9.7,4.85
3281,2.9,22.9,11.45
3282,7.1,49.6,24.8
3283,12.5,83.1,41.55
3284,1.4,10.2,5.1
3285,0.2,5.9,2.95
3286,20.9,120,60
3287,7.1,51.5,25.75
3288,2.9,23,11.5
3289,4.7,34,17
3290,12,80.1,40.05
3291,0.2,4.4,2.2
3292,8.1,58.3,29.15
3293,1.2,10.7,5.35
3294,0.8,8.1,4.05
3295,3.8,29.7,14.85
3296,2.2,17.8,8.9
3297,2.2,16.7,8.35
3298,3.4,25.8,12.9
3299,0.7,6.8,3.4
3300,0.5,5.8,2.9
3301,11.7,79.3,39.65
3302,3.3,26.5,13.25
3303,0.3,4.8,2.4
3304,5.9,43.3,21.65
3305,3.6,27.6,13.8
3306,7.9,57.1,28.55
3307,6.8,50.3,25.15
3308,14,90.2,45.1
3309,2.3,18,9
3310,11.3,75.9,37.95
3311,14.4,91.6,45.8
3312,0.2,5.8,2.9
3313,7.7,56.8,28.4
3314,12.8,84.4,42.2
3315,4.7,35.7,17.85
3316,4.3,33,16.5
3317,19.9,115.9,57.95
3318,1.7,14,7
3319,6,46.4,23.2
3320,12.4,81.2,40.6
3321,8.4,59.4,29.7
3322,1,8.7,4.35
3323,3.4,26.5,13.25
3324,0.5,6.1,3.05
3325,5.6,41.6,20.8
3326,0.7,6.3,3.15
3327,17.5,105.4,52.7
3328,2.8,22.8,11.4
3329,4.5,33.6,16.8
3330,2.9,23.1,11.55
3331,2,16.9,8.45
3332,4.2,32.4,16.2
3333,9.1,64.3,32.15
3334,7.1,50.2,25.1
3335,0.3,5.9,2.95
3336,15,95.3,47.65
3337,0.8,7.5,3.75
3338,1.1,7.7,3.85
3339,11,75.9,37.95
3340,1.4,13,6.5
3341,0.6,4.8,2.4
3342,9.2,64.7,32.35
3343,11.3,76.9,38.45
3344,1.7,13.2,6.6
3345,0.2,4.8,2.4
3346,8,58.4,29.2
3347,2.1,14.9,7.45
3348,2.6,20.6,10.3
3349,0.5,5.6,2.8
3350,25.1,133.3,66.65
3351,3,21.4,10.7
3352,2.4,18.3,9.15
3353,0.2,2.3,1.15
3354,0.9,7.1,3.55
3355,4.2,32.5,16.25
3356,27,141.2,70.6
3357,7.2,53.5,26.75
3358,2.9,23.5,11.75
3359,12.2,80.4,40.2
3360,0.2,6,3
3361,3.6,29.9,14.95
3362,4.4,31.8,15.9
3363,1.3,10.2,5.1
3364,0.4,3.3,1.65
3365,0.2,3.8,1.9
3366,2.5,19.7,9.85
3367,0.7,7.5,3.75
3368,2.1,16,8
3369,11.8,78.5,39.25
3370,0.5,6.5,3.25
3371,1.7,11.9,5.95
3372,1.6,11.3,5.65
3373,9,64.1,32.05
3374,5.4,41,20.5
3375,2.6,19.8,9.9
3376,3.3,25.3,12.65
3377,5.2,39.5,19.75
3378,10.1,69.6,34.8
3379,0.1,4.7,2.35
3380,0.3,6.3,3.15
3381,0.7,7,3.5
3382,7.5,56,28
3383,3.8,27.9,13.95
3384,0.3,3.6,1.8
3385,7.6,53.7,26.85
3386,0.6,6.7,3.35
3387,4.5,34.5,17.25
3388,5.3,40.2,20.1
3389,6.9,50.9,25.45
3390,5,38.4,19.2
3391,1.5,12.9,6.45
3392,11.6,77.3,38.65
3393,14.5,90.6,45.3
3394,2.5,18.5,9.25
3395,20.3,118.2,59.1
3396,5,38,19
3397,4.8,38,19
3398,4.6,34.4,17.2
3399,7.3,53.3,26.65
3400,13.4,87,43.5
3401,11.4,76.9,38.45
3402,4,30.4,15.2
3403,1.1,8.2,4.1
3404,2.9,23.4,11.7
3405,6.9,50.6,25.3
3406,1,8.1,4.05
3407,2.7,19.4,9.7
3408,0.6,5.3,2.65
3409,12.4,81.4,40.7
3410,0.8,5.4,2.7
3411,33.7,160.9,80.45
3412,9,63.8,31.9
3413,0.1,5.1,2.55
3414,6.2,47.4,23.7
3415,2.6,20.1,10.05
3416,3.6,27,13.5
3417,14.9,93.8,46.9
3418,1.9,13,6.5
3419,6.9,52.1,26.05
3420,16.7,102.3,51.15
3421,0.4,6.1,3.05
3422,2.9,22.4,11.2
3423,0.2,3.3,1.65
3424,2.5,21,10.5
3425,10.1,69.6,34.8
3426,2.5,18.9,9.45
3427,0,5.7,2.85
3428,1.5,11.8,5.9
3429,10.2,70.3,35.15
3430,0.7,6.4,3.2
3431,1.4,11.4,5.7
3432,8.2,57.5,28.75
3433,24.9,134.2,67.1
3434,10.7,72.8,36.4
3435,5.4,41,20.5
3436,1.7,12.1,6.05
3437,4.8,36.1,18.05
3438,2.6,20.9,10.45
3439,2.3,17.7,8.85
3440,20.2,116.8,58.4
3441,1.1,9.6,4.8
3442,1.3,9.3,4.65
3443,11.4,76,38
3444,11.6,79,39.5
3445,7.2,53.9,26.95
3446,0.3,4.8,2.4
3447,5,37.3,18.65
3448,8.4,59.3,29.65
3449,3.9,30.3,15.15
3450,20.9,119.3,59.65
3451,8.3,58.6,29.3
3452,0.1,4.7,2.35
3453,2.8,21.5,10.75
3454,4.1,30.1,15.05
3455,5.9,44.1,22.05
3456,1.3,11.6,5.8
3457,3.4,25.1,12.55
3458,4.1,31.8,15.9
3459,1,7.5,3.75
3460,5.4,39.9,19.95
3461,2.7,22,11
3462,5.3,41,20.5
3463,5.2,39.4,19.7
3464,5.8,42.4,21.2
3465,0.4,6.8,3.4
3466,0.4,5,2.5
3467,7.7,54.3,27.15
3468,3.4,25.5,12.75
3469,3.6,28,14
3470,0.9,7.2,3.6
3471,5,38.2,19.1
3472,0.9,7.6,3.8
3473,4.6,35.9,17.95
3474,2.3,18.2,9.1
3475,0.6,6.2,3.1
3476,1.8,13.8,6.9
3477,1.9,15,7.5
3478,6.2,45.6,22.8
3479,1.3,10.2,5.1
3480,2,15.1,7.55
3481,0.2,5.6,2.8
3482,16.4,101.4,50.7
3483,4.4,35.9,17.95
3484,1.1,8.8,4.4
3485,1.5,11.7,5.85
3486,3.3,26,13
3487,11.1,73.9,36.95
3488,0,5,2.5
3489,6.4,46.3,23.15
3490,6.9,53.2,26.6
3491,15.6,98.3,49.15
3492,22.6,126.2,63.1
3493,11.7,78.7,39.35
3494,6,43.1,21.55
3495,0.7,7.5,3.75
3496,6,45,22.5
3497,0,4.7,2.35
3498,15.5,97.5,48.75
3499,3.7,28.3,14.15
3500,6,43.6,21.8
3501,2.3,16.8,8.4
3502,4.2,32.9,16.45
3503,2,15.5,7.75
3504,1.3,9.5,4.75
3505,1.8,13.8,6.9
3506,1,7.7,3.85
3507,1.3,11.5,5.75
3508,2,16.8,8.4
