"ID_number","Diameter_in","Height_ft"
1415,8.3,60.7
1416,1.5,10.8
1417,2.2,17.6
1418,3.7,29.7
1419,6.3,47
1420,2.5,20.4
1421,0.1,6
1422,0.4,3.7
1423,2.1,16.9
1424,3.4,25.5
1425,6.3,46.8
1426,14,89.4
1427,6.2,46.7
1428,12.8,83.4
1429,6.5,46.3
1430,0.4,6.8
1431,4.8,35.3
1432,0.6,4.5
1433,13.2,84.5
1434,1,9.5
1435,12.7,84.4
1436,0.7,5.7
1437,0.1,5.3
1438,7.6,54.8
1439,13.1,85
1440,3.8,30.4
1441,0,4.7
1442,21.7,122.3
1443,1.5,12.1
1444,0.9,8.9
1445,5.2,38.2
1446,14,91.2
1447,12.1,82.6
1448,7.5,54.5
1449,12.8,84.5
1450,0.5,5
1451,3.4,26.1
1452,3,21.8
1453,0.9,9.4
1454,3.1,23.7
1455,4.2,33.2
1456,1.1,9.7
1457,0.9,6.6
1458,0.9,8.4
1459,10.3,72.3
1460,7.2,53
1461,9.9,68.7
1462,15.4,96.9
1463,3.3,22.9
1464,7.7,54.4
1465,1.3,11.3
1466,1.5,11.8
1467,4.9,39.1
1468,10.1,69.6
1469,2.8,22.2
1470,1.3,11.4
1471,4.6,32.7
1472,2.7,21.8
1473,7.5,52.8
1474,2.2,18.5
1475,13,86
1476,7.8,53.8
1477,0.6,6
1478,3.7,27.7
1479,2.4,20
1480,2.7,21.1
1481,6.3,47.6
1482,5.7,43.1
1483,6.1,44.1
1484,11.1,76.5
1485,3.9,31.4
1486,18.9,112.3
1487,10.3,70.2
1488,8.2,59.4
1489,32.4,159.6
1490,6.8,51.8
1491,0.4,4.4
1492,12.7,81.3
1493,15.3,96.1
1494,2.4,18.4
1495,4.5,34.4
1496,6.8,48.8
1497,0.7,5.4
1498,10.3,70.5
1499,0.1,4.5
1500,8.2,60
1501,0.5,5.9
1502,9.9,68.8
1503,4.1,31.7
1504,2.6,18.7
1505,7,51.4
1506,4.2,32.2
1507,5.7,41.8
1508,0.1,4.6
1509,5,36.1
1510,0.9,7.8
1511,2.8,23.3
1512,2.6,19.6
1513,11.4,75
1514,18.8,109.4
1515,10.2,71.6
1516,5.1,36.7
1517,3.5,26.5
1518,2.5,20.8
1519,2.5,19.3
1520,4.6,36.2
1521,0.3,5.2
1522,10.5,72.9
1523,12.2,83.3
1524,3.3,24.2
1525,2.4,19.4
1526,5.1,38
1527,1.7,12.9
1528,1.6,11
1529,1.1,9.9
1530,5.1,38.8
1531,0.4,6.4
1532,2.5,19.8
1533,19.4,114.5
1534,4.2,32.3
1535,7,51
1536,2.9,22.4
1537,0.4,5.8
1538,9.5,67.3
1539,3.2,24.8
1540,3.1,22.7
1541,10.1,70.1
1542,21.6,122.6
1543,0.5,4.7
1544,1.4,11.5
1545,6.5,47.2
1546,26.7,139.8
1547,9.1,62.3
1548,0.2,5.2
1549,0.7,6.2
1550,1.8,15.2
1551,4.8,35.8
1552,1.7,13.7
1553,12.3,81.5
1554,2.8,21
1555,2.2,16
1556,0.1,4.7
1557,2.4,17.5
1558,5.9,43.1
1559,6.1,46.3
1560,3.6,27.5
1561,2.2,16.1
1562,1.7,13
1563,0.6,7.3
1564,5.2,40.5
1565,10.2,70.9
1566,0.9,9
1567,6.5,47.6
1568,3.8,31.9
1569,6.3,47.6
1570,1.6,13.7
1571,27.9,143.2
1572,1.1,8.6
1573,0.3,4.9
1574,11.3,77.3
1575,2,15.7
1576,4.4,33.6
1577,2.4,18.1
1578,14.1,89.8
1579,2.8,21.8
1580,2.5,21.2
1581,5.8,43.4
1582,14.8,92.5
1583,9.1,64.7
1584,15.8,98.6
1585,10.1,68
1586,9.7,65.9
1587,1,8.6
1588,1,9.8
1589,9.7,66.5
1590,5.6,41.5
1591,2.8,22.1
1592,1.3,11.3
1593,3.9,30.7
1594,5.3,41.7
1595,1.4,11.5
1596,2.1,15.7
1597,4,33.7
1598,6.9,49.3
1599,3.8,28.4
1600,8.7,60.9
1601,4.7,35.2
1602,2.5,18.7
1603,0.9,8
1604,5.8,42.1
1605,3.4,25.9
1606,7.5,54.2
1607,2.4,19.3
1608,2.7,21.2
1609,0.4,5.5
1610,8.5,59.9
1611,0.5,3.5
1612,1.4,12.6
1613,0.7,5.8
1614,8.7,62.4
1615,5.4,39.6
1616,0.8,6.9
1617,2.3,18.5
1618,40.1,179.4
1619,1.6,12
1620,1.4,10.9
1621,1.2,9.3
1622,5.8,43.6
1623,0.6,6.9
1624,6.9,48.3
1625,9.2,64.6
1626,6.6,49.2
1627,4.1,30.7
1628,2.6,20.9
1629,8.6,61.3
1630,5.7,41.9
1631,0.3,6.6
1632,16.7,102.1
1633,3.2,24
1634,4.4,36.5
1635,7.5,53.7
1636,2,16.3
1637,6.7,49.6
1638,3.8,28.8
1639,11,73.5
1640,2.5,19.9
1641,5.8,43.9
1642,0.3,5.5
1643,3.6,28.2
1644,5.9,42.3
1645,10.4,70.6
1646,7.7,57.6
1647,10.3,71.2
1648,12.9,85.4
1649,6.4,46.2
1650,4.8,37
1651,4.2,32.4
1652,1.5,12.8
1653,11.3,75.4
1654,1.7,12.9
1655,1.8,14.8
1656,4.3,32.3
1657,4.8,36.7
1658,5.6,41
1659,9.5,65.2
1660,3.1,23
1661,1.1,10.8
1662,9.8,67
1663,6.3,47
1664,7.1,50.7
1665,8.3,61.1
1666,4.3,32.1
1667,7.3,53.3
1668,2.6,20.4
1669,2,14
1670,3,25
1671,1.7,13.2
1672,6.3,48.6
1673,2.5,20.5
1674,2.3,17.1
1675,0.8,7.7
1676,1.8,13.6
1677,19.6,114.9
1678,1,7.4
1679,11.5,75.5
1680,5.2,37.6
1681,2.2,17.4
1682,4.2,31.9
1683,7.7,55.4
1684,10.1,69.9
1685,2.6,19.9
1686,3.7,29.7
1687,1.3,9.2
1688,1.8,14
1689,0.4,4.6
1690,21.5,122.4
1691,4.9,37.8
1692,11.7,77.6
1693,2,15.9
1694,0.1,5.4
1695,6.2,46.1
1696,2.9,22.5
1697,2.5,19.9
1698,20.1,117
1699,4.6,35.1
1700,2.5,18.5
1701,1.2,9.6
1702,8.7,62.6
1703,12.1,81.9
1704,2.9,23.6
1705,3.3,25.3
1706,0.8,5.4
1707,14.4,91.3
1708,1,6.8
1709,6.6,49.4
1710,0.4,4.8
1711,3.1,23.4
1712,10.4,72.8
1713,6,44.7
1714,15.4,97.8
1715,3.1,24.3
1716,12.4,81.6
1717,14.8,92.1
1718,4.5,35
1719,1.3,10.2
1720,2.4,19.1
1721,1.6,12.7
1722,2.8,20.7
1723,3.9,30.9
1724,10.9,73.5
1725,6.8,49.3
1726,1.6,13.5
1727,10.2,70.7
1728,21.6,121.1
1729,0.3,4.4
1730,6.1,44.2
1731,15.5,96.6
1732,13.5,88.1
1733,16.6,101.9
1734,5.4,40.9
1735,3.1,22.3
1736,0.5,4.4
1737,6.3,44.9
1738,4.6,35.2
1739,3.4,25.6
1740,12,78.5
1741,6.1,47.1
1742,1.7,14.2
1743,4.3,31.7
1744,11.3,77.2
1745,6.4,46.9
1746,2.1,15.9
1747,1.4,13.5
1748,21.1,120.6
1749,2.7,18.9
1750,14.7,92.5
1751,0.8,6.4
1752,3.7,30.8
1753,3.1,24.9
1754,20.4,118.9
1755,13.9,89.4
1756,1.3,12.2
1757,3.5,27
1758,6,45.7
1759,0.7,7.8
1760,0.7,6.5
1761,1.3,8.5
1762,1.2,8.7
1763,1.4,9.6
1764,14.1,90.7
1765,11.6,78.4
1766,8.1,58.1
1767,28.5,146.2
1768,4.8,38.5
1769,6.1,47.5
1770,1.4,10.3
1771,2.9,23.6
1772,5.7,45
1773,0.9,6.7
1774,1.4,11.4
1775,0.7,6.8
1776,0.9,7.6
1777,18.8,110.8
1778,0,4.1
1779,3,23.9
1780,9.6,66
1781,17,103.7
1782,1.1,9.2
1783,4.6,33.9
1784,2.1,17.2
1785,11.4,77
1786,0.3,3.3
1787,2.2,16.8
1788,2.5,20.3
1789,6.6,48.6
1790,14.4,92.3
1791,5.6,41.1
1792,16.1,100.8
1793,2.5,20.5
1794,5.7,42.7
1795,1.7,13.3
1796,9.2,65.3
1797,1.1,9.6
1798,0.8,7.1
1799,7.6,55.3
1800,1.4,11.6
1801,2.8,22.8
1802,5,38.1
1803,1.1,8.4
1804,0.6,6.3
1805,2.6,20.8
1806,0.9,9.5
1807,11.6,79.8
1808,6,45.4
1809,3.8,29.1
1810,2.7,22
1811,12.9,84.3
1812,1.5,12.1
1813,8.8,63.3
1814,19.5,113.2
1815,12.4,82.8
1816,1.8,13.8
1817,0.8,5.9
1818,7.7,53.5
1819,1,8.7
1820,8.4,59.1
1821,4,29.9
1822,1.7,12.1
1823,5.3,39.1
1824,4.5,34.1
1825,0.4,4.7
1826,0.4,6.2
1827,3,23.4
1828,3,23.8
1829,1.7,12.3
1830,5.9,43.5
1831,0.2,4.9
1832,3,22.5
1833,15.1,95.7
1834,25.7,136.7
1835,2.1,16.7
1836,4.1,31.5
1837,4.4,31.1
1838,1.2,9.7
1839,12.4,81.2
1840,2.6,19.7
1841,2,16.5
1842,4.9,36.2
1843,7,51.4
1844,7.9,55.8
1845,4.4,35
1846,0.5,5.9
1847,13.7,87.8
1848,2.3,17.2
1849,1.2,9.4
1850,7.5,54.1
1851,2.4,20.8
1852,13.4,87.3
1853,2.1,18.4
1854,1.3,9.9
1855,2.1,14.6
1856,0.7,6.6
1857,1.9,14.7
1858,6,44.9
1859,2.2,17.8
1860,0.6,8.8
1861,12.2,79.4
1862,0.5,5.2
1863,1.2,10.8
1864,11.5,78.3
1865,4.8,35.4
1866,6,44.4
1867,17.9,108.8
1868,2.7,20.4
1869,1.6,11.3
1870,16.8,103.8
1871,1.6,11.8
1872,4.7,35.6
1873,2.2,17.2
1874,0.8,7.4
1875,1.2,9
1876,1.6,12.9
1877,2.6,21.8
1878,3,23.9
1879,19.9,116.4
1880,0.1,5.3
1881,3,23
1882,10.9,74
1883,0.4,4.6
1884,5.2,39.6
1885,0.4,4.7
1886,2.8,22
1887,0.1,3.2
1888,2.8,21.5
1889,22.3,126.7
1890,0.6,5.3
1891,7,51.4
1892,12,80.1
1893,1,6.7
1894,1.2,9.7
1895,3,22.2
1896,10,70.2
1897,1.1,10.3
1898,12.9,84
1899,0,3.3
1900,3.4,27.5
1901,2.4,18.8
1902,0.7,5.5
1903,0.3,5.5
1904,7.8,54.9
1905,2.1,17.5
1906,0.7,6.3
1907,7.1,51.8
1908,0.1,4.3
1909,6.4,46.9
1910,1.5,10.8
1911,0.4,3.5
1912,13.6,88.1
1913,3.6,28.2
1914,4.6,35.6
1915,1.5,12.6
1916,5.3,40
1917,5.6,40.2
1918,8.7,61.8
1919,8,58.7
1920,2.2,19.2
1921,1.4,11.1
1922,15.8,98.9
1923,1.9,15.9
1924,0.7,8.2
1925,10,71.3
1926,6.3,48
1927,3.9,29.4
1928,4.2,31.9
1929,2.8,20.8
1930,1.9,16.6
1931,3.1,25.5
1932,1.2,10.3
1933,14.7,92.7
1934,8.9,61.3
1935,14,90.2
1936,3.5,28.8
1937,1.3,10
1938,7.1,51.9
1939,0.4,6.4
1940,0.7,9.4
1941,1.8,13.7
1942,0.9,4.3
1943,1.4,12
1944,0.7,8.1
1945,0.8,7.8
1946,13.8,89
1947,4.3,34.7
1948,4.1,30.7
1949,0.9,7.6
1950,2.9,21
1951,2,14.1
1952,4.9,37.5
1953,0.6,6.8
1954,1.2,11.4
1955,13.7,89.3
1956,10.3,72
1957,0.3,2.9
1958,0.7,5.5
1959,4.3,32.3
1960,1,8.8
1961,13.8,89.4
1962,0.5,7.6
1963,1.2,11.3
1964,13.2,84.1
1965,3.3,24.2
1966,1.6,11.9
1967,3,24.8
1968,6.1,45.6
1969,4.9,37.6
1970,3,22.8
1971,1.9,15.7
1972,4.7,38
1973,1.7,12.7
1974,4.9,38.6
1975,11.4,77.1
1976,1.9,14.4
1977,20.7,118.1
1978,8.9,63.7
1979,3.6,26.1
1980,0.5,6
1981,0.2,2.7
1982,9.1,65
1983,1.2,8.1
1984,3.5,27.9
1985,3,24.3
1986,4.4,32.2
1987,0.1,4.3
1988,7.5,52.9
1989,2.1,15.5
1990,3,23
1991,11.2,74.1
1992,2.2,15.4
1993,3.2,24.2
1994,2.6,19.7
1995,0.6,5.5
1996,5.4,41.3
1997,5.9,43.4
1998,2.4,18
1999,10.7,73.2
2000,11.8,79.5
2001,8.4,60.5
2002,0.7,7
2003,2.1,17.2
2004,4.7,33.7
2005,6.7,48.8
2006,3.7,29.1
2007,0.8,8.7
2008,3.8,29.3
2009,5.2,38.5
2010,6.8,50.1
2011,1.8,14.6
2012,0.2,4.4
2013,7.3,53.4
2014,7.1,51.7
2015,1.2,6.9
2016,6.1,46.8
2017,0,5.2
2018,1.9,14.9
2019,8.1,58.7
2020,2.3,15.9
2021,0.4,3.8
2022,5.2,41.3
2023,11.1,73.7
2024,9.8,66.7
2025,17.8,106.6
2026,1.2,10.5
2027,7.3,53.9
2028,7.1,50.6
2029,0.4,5.5
2030,3.2,24
2031,5.5,42.8
2032,2.3,17.7
2033,1,9.3
2034,1.3,10.3
2035,8.6,60.2
2036,2.6,18.9
2037,2.4,20.3
2038,8.7,61.9
2039,0.8,7.7
2040,0.1,4.8
2041,7.6,53.6
2042,7.4,54.6
2043,1.7,12.9
2044,8.7,62.1
2045,1.6,11.5
2046,3.9,29.8
2047,1.2,9.9
2048,2.3,17.1
2049,9.4,66.3
2050,14.5,91.3
2051,8.2,58.6
2052,5.2,38.5
2053,1.1,9.4
2054,4.7,37
2055,2.5,20.3
2056,0.3,5.9
2057,7.9,54.1
2058,7.4,52.6
2059,8.6,61.5
2060,13.7,89
2061,4.6,33.8
2062,0.6,6.8
2063,7.1,53.2
2064,0.2,5.2
2065,8,58.6
2066,2.3,17.7
2067,12,80.3
2068,12.1,79.9
2069,4.5,33.5
2070,8.8,62.8
2071,8.1,57.2
2072,7.7,56.3
2073,16.4,103.3
2074,2.3,18.5
2075,4.9,35.4
2076,0.9,8.4
2077,0.3,3.8
2078,10.1,70.4
2079,1.2,9.5
2080,10.2,68.4
2081,12.6,83.6
2082,4.2,32.5
2083,5.5,39.6
2084,4,31.1
2085,7,51.8
2086,6.7,49.3
2087,0,4
2088,2.9,22.3
2089,6.9,50.6
2090,1.6,13.3
2091,4,29.2
2092,0.9,5.9
2093,2.4,19.3
2094,2.5,18.3
2095,10.3,72.3
2096,14.6,93.4
2097,0.8,7.3
2098,6.1,45.6
2099,11.8,79.5
2100,0.5,5.9
2101,12.4,81.7
2102,1.2,10.7
2103,0.4,5.7
2104,1.4,11.3
2105,7.2,53.4
2106,1.9,14.7
2107,0.8,8.2
2108,26.4,138.2
2109,1.2,10.2
2110,1.3,10.5
2111,1.2,8.4
2112,6.9,51.4
2113,2.5,19.7
2114,0.3,5.7
2115,13.2,85.4
2116,1.1,10.5
2117,2.1,16.2
2118,27.1,142
2119,6.2,47.3
2120,0,5.5
2121,0.8,6.3
2122,9.2,66.6
2123,2.5,21.3
2124,0.9,8.5
2125,8.5,59.7
2126,11.8,80
2127,2.7,22.8
2128,1.5,12.5
2129,7.2,51.9
2130,7.6,53.5
2131,5.3,40.1
2132,0.3,6.4
2133,2.9,21.6
2134,9.6,65.6
2135,8.1,55.3
2136,0.8,8
2137,2,15.4
2138,3,23.1
2139,5.7,40.9
2140,3,25.3
2141,0.6,6.9
2142,0.1,5.7
2143,1.7,12.5
2144,6.3,46.3
2145,2.6,19.4
2146,4.8,36.7
2147,2.6,20.3
2148,3.7,28.1
2149,4.4,34.4
2150,5.1,38.7
2151,6.4,46.9
2152,1.2,9.9
2153,7.9,56.2
2154,3.4,27
2155,6.4,47.9
2156,3.3,26
2157,2.7,20.7
2158,4.4,33.4
2159,6.2,46.5
2160,16.3,99.7
2161,2.7,20.7
2162,1.3,9.4
2163,3.4,27
2164,11.1,74.2
2165,6.2,46.2
2166,7.6,54.2
2167,0.9,7.7
2168,10.8,74.4
2169,8.7,62.8
2170,10.5,73.3
2171,6.5,48
2172,1.7,13.3
2173,0.9,8.2
2174,0.9,7.2
2175,3,23.4
2176,34.4,162.6
2177,2.1,16.7
2178,2.7,21
2179,10.6,74.3
2180,10,70.1
2181,10,69.5
2182,0.4,5.7
2183,4.7,36.1
2184,2.9,23.3
2185,1.7,12.8
2186,1,8.9
2187,11.5,76.6
2188,8.2,60.9
2189,4.2,31.7
2190,6.2,45.7
2191,2.9,21.3
2192,14.1,92.1
2193,10.3,71.9
2194,13.5,88.7
2195,3.6,26.5
2196,4.1,30.5
2197,3.9,30.2
2198,22.9,126.7
2199,8.9,63.7
2200,0.4,5.3
2201,1,8.5
2202,2.1,16.9
2203,3.3,25.3
2204,2.7,18.9
2205,4.1,32
2206,7.6,55.3
2207,3.8,29.4
2208,2,13.3
2209,4.6,36.4
2210,1.9,14.2
2211,7.5,53.7
2212,4,30.4
2213,1,6.8
2214,3.9,30.9
2215,11.7,77.8
2216,2.4,19.8
2217,13,83.7
2218,2.9,21
2219,1,7.4
2220,2.4,18.1
2221,7.4,55.8
2222,0.6,6.5
2223,1.8,16.4
2224,1.9,15
2225,9.6,66.7
2226,1.5,12.8
2227,5.8,43.4
2228,8,58.8
2229,0.4,5.9
2230,3.5,25.9
2231,5.7,43.5
2232,6.8,48.7
2233,1.1,10.4
2234,0.4,5.4
2235,2.3,17
2236,2.9,22.5
2237,1.1,10.5
2238,15.8,98.9
2239,0.6,6.2
2240,15.5,98.4
2241,3.6,28.5
2242,5.4,43.5
2243,3.3,24.6
2244,3,24.3
2245,1,8.8
2246,5.1,39.3
2247,1.2,8.2
2248,3.1,22.2
2249,2.6,21.5
2250,1.1,9
2251,2.1,17.6
2252,4.8,36.8
2253,3,21.9
2254,1.1,8.7
2255,2.7,19.3
2256,3.7,28.6
2257,8,59.8
2258,4.9,37.9
2259,8.5,59.8
2260,21.1,121.8
2261,0.1,4.8
2262,1.2,9.7
2263,4.1,31.2
2264,0.1,3.4
2265,0.6,5.5
2266,3,21.3
2267,0.1,4.9
2268,2,15.8
2269,2.8,22.3
2270,14.2,92
2271,2.4,16.9
2272,1.7,11.2
2273,13.2,87.6
2274,4.3,32.8
2275,0.2,6.1
2276,11.4,79.2
2277,1,9.3
2278,0.7,6.5
2279,1.8,15.1
2280,15.5,95.4
2281,1.4,11.4
2282,2.3,19.4
2283,2.6,19.7
2284,9.3,64.8
2285,0.9,8.4
2286,3.5,26.7
2287,4.1,32.5
2288,0.2,2.8
2289,19.6,114.1
2290,12.9,84.5
2291,1.6,11.7
2292,5.4,41.5
2293,10.6,71.9
2294,2,16.2
2295,1.5,12.2
2296,32.4,158.6
2297,4.6,34.3
2298,1.3,10.2
2299,3.3,25.4
2300,2.7,20.8
2301,5.1,38.7
2302,3.7,29
2303,1.3,8.4
2304,1.4,10.8
2305,3.7,27.4
2306,8.3,60.5
2307,3,23.1
2308,3.8,32.2
2309,9.8,70.9
2310,4.5,33.8
2311,7.5,53.5
2312,2.7,21.5
2313,4.4,34.5
2314,1.6,13.8
2315,16,97.7
2316,7.7,55.7
2317,0.4,4.5
2318,1.5,10.7
2319,0.5,6.1
2320,4.6,35.4
2321,1.4,12.2
2322,3.4,26
2323,3.7,27.3
2324,1,8.3
2325,0.2,5.9
2326,3.5,27.6
2327,2.3,17.1
2328,6.1,45.3
2329,14.1,91.2
2330,6.1,43.6
2331,1.3,9.8
2332,14.7,92.6
2333,0.5,5.4
2334,2.3,18.9
2335,11.9,79.6
2336,20.5,120.5
2337,11.7,77.9
2338,2,14.2
2339,2.5,19.4
2340,16.5,103.3
2341,4.4,34.6
2342,5.4,41.2
2343,16.5,100.9
2344,6.4,46.6
2345,5.4,38.6
2346,6.1,46.2
2347,3.8,28.4
2348,0.8,6.3
2349,17.1,104.5
2350,0.8,7.7
2351,2,17.6
2352,7,50.8
2353,0.3,3.7
2354,4.6,35.6
2355,24,130.9
2356,0.4,5
2357,5.6,42.8
2358,0.9,8.4
2359,18.3,111.8
2360,9.2,63.1
2361,9.9,68.8
2362,3.1,22.6
2363,3.6,27.7
2364,0.5,5.8
2365,0.7,8.4
2366,6,44.8
2367,0.2,4.4
2368,5,38.4
2369,24,132.5
2370,4.7,33.7
2371,0.2,5.5
2372,0.7,7.2
2373,6.7,47.6
2374,6.6,48.5
2375,18,105.8
2376,2.1,16.1
2377,2.1,15.2
2378,2.6,20.5
2379,7.3,53.4
2380,9,65.9
2381,5.2,38.9
2382,1.6,14
2383,3.8,29
2384,0.6,6.9
2385,0.1,3.7
2386,1,9.2
2387,2.5,19.9
2388,5,37
2389,12,79.4
2390,8.5,61.6
2391,11.2,74.2
2392,6.4,46.7
2393,4.5,34.9
2394,1,6.7
2395,4.6,35.3
2396,0.1,4.1
2397,4.3,32
2398,0.5,8.4
2399,4.1,31.4
2400,2.7,20.6
2401,2.9,21.9
2402,2.8,22.5
2403,3.3,25.7
2404,5.6,41.2
2405,6.6,46.8
2406,2.3,17.4
2407,7.3,54.1
2408,0.1,4.6
2409,5.6,41.7
2410,4,29.6
2411,0.1,4.6
2412,5.4,41.1
2413,20.1,117.1
2414,6.1,45.7
2415,6,45.9
2416,4.4,33.2
2417,4.3,31.9
2418,2.6,20.1
2419,1.8,14
2420,0.4,4.5
2421,1,8.6
2422,1.5,11.7
2423,18.5,111.2
2424,5.4,40.4
2425,0.1,4.4
2426,1.2,11
2427,17.8,107.6
2428,0.4,4.3
2429,12.6,81.5
2430,6,44.8
2431,6.6,49.3
2432,3.6,28.9
2433,6.9,50.9
2434,4.8,36.4
2435,3.7,27.2
2436,3.6,28.1
2437,2.2,17.3
2438,1.3,9.9
2439,1.1,10.7
2440,5,36.6
2441,8,57.6
2442,4.1,31.3
2443,6.2,45.8
2444,2.5,20.1
2445,6.7,47.5
2446,1.7,12.3
2447,4.3,33.7
2448,12.8,85.6
2449,2,15.9
2450,7.9,55.7
2451,4.4,34.8
2452,18.4,109.8
2453,0.7,7
2454,11.6,77.9
2455,0.3,4.9
2456,10.8,73.4
2457,5.1,37.1
2458,8.1,59.9
2459,3.6,26.4
2460,18.7,111.8
2461,0.4,5.5
2462,2.1,16.4
2463,2,16.8
2464,0.6,6.8
2465,3.4,26.9
2466,3.3,25
2467,0,4.3
2468,1.1,8.2
2469,2,15.3
2470,3.2,23.9
2471,0.8,8
2472,5.6,42.5
2473,2.3,20
2474,2.2,16.8
2475,6.3,47.7
2476,5.1,38.3
2477,1,8
2478,6.7,49.2
2479,8.1,56.2
2480,23.1,128
2481,7.2,51
2482,2.2,16
2483,16.1,98.7
2484,7.1,53.5
2485,2.1,13.5
2486,0.8,8
2487,1.9,13.9
2488,4.6,35
2489,12.8,84
2490,0.7,6.1
2491,3.7,27.3
2492,2.6,20.3
2493,0.5,3.6
2494,2.8,21
2495,1,8.5
2496,11,73.5
2497,10.9,74.2
2498,8.8,62.8
2499,0.3,7.3
2500,8.4,59.4
2501,12.4,81.8
2502,2.2,18
2503,4,30.4
2504,8.4,58.6
2505,1.5,10.7
2506,1.3,9.9
2507,1.1,8.9
2508,5.1,39.8
2509,15.9,97.3
2510,2.3,19.5
2511,6.8,50.4
2512,1.9,15
2513,20,116.8
2514,0.8,7.7
2515,0.7,5
2516,2.7,21.8
2517,1.7,12.7
2518,0.9,7.9
2519,0.3,4.8
2520,3.9,30.6
2521,5.5,41.2
2522,4.1,30.5
2523,1.3,9.5
2524,2.6,21.2
2525,1,8.7
2526,2.8,22.2
2527,2.8,23
2528,5.4,40.3
2529,0.8,6.9
2530,1.2,9.8
2531,1,7.9
2532,5.7,41.8
2533,12.8,81.6
2534,3.1,24.1
2535,3.7,29.6
2536,4.5,33.2
2537,4.5,33.9
2538,0.6,5.4
2539,5.9,45
2540,0.3,5.7
2541,14,89.9
2542,0.4,5.6
2543,8.4,59.4
2544,0.4,4.3
2545,5.1,36.8
2546,6.5,47.7
2547,0.3,4.8
2548,5.6,42
2549,7.8,55.8
2550,3.4,24.3
2551,8.2,59.4
2552,0.1,6.2
2553,7.9,56
2554,4.2,33.1
2555,6.9,48.9
2556,6,41.9
2557,1.5,12
2558,5.1,39
2559,0.3,3.7
2560,11.7,76.8
2561,0.5,6.4
2562,20.3,117.3
2563,4.7,37.1
2564,3.3,25.7
2565,0.7,6.6
2566,0.3,4.8
2567,5.4,40.9
2568,4.8,36.1
2569,8,57.2
2570,7.5,55.3
2571,1.1,8.9
2572,3.3,26.2
2573,1.5,10.8
2574,15.4,97.5
2575,31.3,153.7
2576,7.2,50.4
2577,0.9,7.7
2578,7.9,58.4
2579,1.4,9.9
2580,2.9,23
2581,2.2,17.9
2582,2.3,17.2
2583,10.5,73.3
2584,1.2,10.2
2585,1.2,10.4
2586,0.6,5.9
2587,4.1,30.5
2588,5.8,42.5
2589,0.3,6
2590,2.5,20
2591,8.1,60.1
2592,5.3,40.4
2593,5.2,39.7
2594,8.9,61.6
2595,2.4,18.9
2596,2.4,19.2
2597,0.2,4.6
2598,0.7,5.4
2599,7.4,53.7
2600,2,16.4
2601,4.7,36
2602,2.4,17.7
2603,10.9,73.4
2604,1.8,14.3
2605,1.3,10
2606,2.3,19.5
2607,2.5,18.9
2608,11.6,78.9
2609,2.2,17.6
2610,2.3,18.1
2611,2.6,20.5
2612,7.7,55.1
2613,1.9,14.2
2614,9.8,67.5
2615,11.8,79.2
2616,0.2,5.8
2617,4.2,32.9
2618,1.8,13.2
2619,3.8,28.9
2620,0.1,4.2
2621,10.2,70.5
2622,2.9,23.6
2623,15.6,99
2624,2.7,19.5
2625,3.9,29.7
2626,10.2,69.8
2627,2.5,16.5
2628,0.8,6.8
2629,1.5,11.7
2630,2.7,18.8
2631,1.7,12.5
2632,35.1,167.3
2633,7,51.9
2634,5.3,40.6
2635,4.1,31.5
2636,3.4,27.5
2637,3.2,24.4
2638,1.7,12.4
2639,5.3,40.7
2640,1.1,7.5
2641,0.7,6.3
2642,10.5,72.6
2643,11,74.4
2644,0.2,4.5
2645,14.3,92.6
2646,5.3,40.5
2647,5.5,41.3
2648,15.3,94.4
2649,11.9,79.2
2650,6.2,45
2651,4,29.5
2652,0.6,7.2
2653,3.6,27.6
2654,6.6,48.1
2655,2,15.6
2656,2.6,19.2
2657,0.2,2.9
2658,1.5,12.9
2659,4.9,38.1
2660,3.5,26.2
2661,3.3,25.5
2662,6.3,47.2
2663,8.1,55.6
2664,36,169.2
2665,2,16.9
2666,6.2,45.7
2667,5.7,44
2668,1.3,10.8
2669,0.6,6.6
2670,2,15.1
2671,6.1,45.2
2672,7.2,52.4
2673,2,15
2674,2.5,18.9
2675,0,5
2676,7.5,54.4
2677,1.2,10.1
2678,5.1,39.9
2679,1,9.8
2680,1.8,13.9
2681,6.4,47.3
2682,3.3,26.5
2683,1.3,11.1
2684,2.3,18.1
2685,2.2,18.3
2686,1.5,11.7
2687,11.6,76
2688,21.1,119.9
2689,8,56.1
2690,0.5,4.8
2691,3.4,26.8
2692,8,56.9
2693,4.8,37
2694,18.1,107.3
2695,8.5,59.2
2696,21.9,124.9
2697,3.6,25.8
2698,0.2,3.3
2699,1.1,9.4
2700,4,30.6
2701,4.4,33.7
2702,0.8,7.6
2703,1.1,8
2704,2.6,21.2
2705,3.4,27.3
2706,5,36.4
2707,3.1,24.3
2708,5.4,42.5
2709,6.5,46.3
2710,5.3,40.4
2711,3,24.5
2712,4.3,33.4
2713,3.1,21.8
2714,2,16.2
2715,1.6,10.4
2716,1,8.2
2717,3,23.7
2718,3.4,25.8
2719,4.4,32.4
2720,3.1,24
2721,1.2,10.4
2722,12.6,83.9
2723,5.5,41.8
2724,10.9,76.1
2725,2.3,19.2
2726,9.8,66.8
2727,2.3,17.6
2728,7.7,56.4
2729,2.1,17.7
2730,4,31.6
2731,2.5,19.8
