"ID_number","Diameter_in","Height_ft","Ht2LC_ft"
2486,1.3,9.1,4.55
2487,7.5,54.4,27.2
2488,1.1,9.6,4.8
2489,0.9,8.1,4.05
2490,3.5,27.1,13.55
2491,6.3,48.9,24.45
2492,5.8,45,22.5
2493,4.7,36,18
2494,4.2,32,16
2495,0.6,6.9,3.45
2496,0.2,4.5,2.25
2497,3.5,26.4,13.2
2498,1.2,8.1,4.05
2499,4,30.7,15.35
2500,5.2,38.2,19.1
2501,7.6,54.6,27.3
2502,4.5,32.9,16.45
2503,0.1,3.4,1.7
2504,0.6,5.6,2.8
2505,5,37.1,18.55
2506,11.9,81.5,40.75
2507,5.5,41,20.5
2508,17.7,107.8,53.9
2509,2.1,16.1,8.05
2510,3.5,27.2,13.6
2511,15.3,96.5,48.25
2512,29,149.4,74.7
2513,0.2,4.4,2.2
2514,0.3,4.9,2.45
2515,1.8,14.8,7.4
2516,0.3,6.5,3.25
2517,12.4,80.8,40.4
2518,4,29.5,14.75
2519,6.5,48.3,24.15
2520,0.2,4.4,2.2
2521,2.2,17.6,8.8
2522,9.1,64.8,32.4
2523,0.6,6.8,3.4
2524,3.5,27.2,13.6
2525,1.3,9,4.5
2526,0.4,4.2,2.1
2527,4,29.4,14.7
2528,3.9,29.7,14.85
2529,6.9,51.5,25.75
2530,2.6,20.1,10.05
2531,0.3,5.2,2.6
2532,8.3,60.3,30.15
2533,0.4,3.5,1.75
2534,5.4,41,20.5
2535,16.6,101.8,50.9
2536,5.3,38.3,19.15
2537,11,75.6,37.8
2538,5.3,38.8,19.4
2539,1,7.8,3.9
2540,3,24,12
2541,5.8,43.5,21.75
2542,6.1,46.8,23.4
2543,24.3,130.5,65.25
2544,2.6,19.7,9.85
2545,7.7,54.4,27.2
2546,0.7,7.8,3.9
2547,21.1,120.4,60.2
2548,1.4,11.5,5.75
2549,2.9,22.1,11.05
2550,5.2,38.4,19.2
2551,0.7,7.6,3.8
2552,0.3,4.8,2.4
2553,5,36.7,18.35
2554,9.7,67.5,33.75
2555,4.6,36,18
2556,2.7,22.8,11.4
2557,11.9,80.9,40.45
2558,7.1,52.1,26.05
2559,2.6,19.9,9.95
2560,5.3,39.7,19.85
2561,4.3,32.3,16.15
2562,8.3,57.6,28.8
2563,2.7,21,10.5
2564,1.9,15.3,7.65
2565,2.8,22.2,11.1
2566,5.4,41.7,20.85
2567,11.1,73.3,36.65
2568,3.5,27.5,13.75
2569,6.4,45.6,22.8
2570,3.4,28,14
2571,7.4,52.1,26.05
2572,2.2,16.5,8.25
2573,2.2,17.7,8.85
2574,2.9,21.1,10.55
2575,2.7,21.3,10.65
2576,1.2,9.8,4.9
2577,5.2,37.7,18.85
2578,1.9,14.3,7.15
2579,4.6,34.4,17.2
2580,0.6,5.1,2.55
2581,3.5,26.9,13.45
2582,1,9.3,4.65
2583,2.7,22.3,11.15
2584,0.9,7.5,3.75
2585,2.8,23.7,11.85
2586,8.5,59.8,29.9
2587,6.9,51.7,25.85
2588,1.4,11.3,5.65
2589,7.1,51,25.5
2590,4.3,32.6,16.3
2591,7.2,50.7,25.35
2592,4.4,33.1,16.55
2593,5.8,43.5,21.75
2594,3.9,29.4,14.7
2595,1.6,12.7,6.35
2596,5.5,41.7,20.85
2597,3.5,26.9,13.45
2598,4.3,31.4,15.7
2599,7.1,52.3,26.15
2600,9.4,66.6,33.3
2601,5.2,39.1,19.55
2602,18.9,108.4,54.2
2603,2.2,18.8,9.4
2604,3.6,26.4,13.2
2605,0.2,4.3,2.15
2606,1,5.9,2.95
2607,2.1,16.2,8.1
2608,0.9,9.4,4.7
2609,6.8,50.7,25.35
2610,1,8.6,4.3
2611,4.7,35.5,17.75
2612,7.5,55.1,27.55
2613,3,23.6,11.8
2614,2.8,20.2,10.1
2615,3,22.5,11.25
2616,9,62.9,31.45
2617,2.8,22,11
2618,3.2,25.2,12.6
2619,12.2,82.2,41.1
2620,3,22.4,11.2
2621,11,75.2,37.6
2622,1.2,9.3,4.65
2623,6.1,47.9,23.95
2624,15.3,95.6,47.8
2625,5.3,40.8,20.4
2626,1,10.8,5.4
2627,5.5,42.5,21.25
2628,10,67.5,33.75
2629,6.6,48.4,24.2
2630,4.8,37.7,18.85
2631,8,57.5,28.75
2632,3.7,29,14.5
2633,8.9,63.5,31.75
2634,20.6,116.9,58.45
2635,1.6,13,6.5
2636,8.4,60.4,30.2
2637,0.9,8.3,4.15
2638,0.6,6.2,3.1
2639,1.7,11.3,5.65
2640,0.2,5.4,2.7
2641,3.2,24.1,12.05
2642,6.3,46.7,23.35
2643,4.3,32.6,16.3
2644,0.2,4.2,2.1
2645,2,17.1,8.55
2646,1.9,13.1,6.55
2647,3.8,29.6,14.8
2648,4,31,15.5
2649,0.5,5.9,2.95
2650,4.6,36.1,18.05
2651,22.1,125.4,62.7
2652,6.8,50.6,25.3
2653,1.6,14,7
2654,1.8,16.7,8.35
2655,8.3,58.8,29.4
2656,7,52.6,26.3
2657,4.9,36.4,18.2
2658,11.8,79.2,39.6
2659,1.7,13.6,6.8
2660,0.1,5.6,2.8
2661,14.3,90,45
2662,0.4,5.4,2.7
2663,9,62,31
2664,2.1,16.9,8.45
2665,3.4,28,14
2666,0.5,6.9,3.45
2667,2.7,20.7,10.35
2668,1.6,12.6,6.3
2669,1.3,10.6,5.3
2670,5.2,40.4,20.2
2671,3.2,26.3,13.15
2672,3.6,28.3,14.15
2673,0.2,2.9,1.45
2674,0.2,6.6,3.3
2675,2.9,23.4,11.7
2676,4.2,34,17
2677,5.2,39.1,19.55
2678,2.4,19.1,9.55
2679,0.4,5.2,2.6
2680,5.2,39.5,19.75
2681,1.8,15.1,7.55
2682,4.2,33.8,16.9
2683,0,6,3
2684,1.1,10.6,5.3
2685,2.4,18.7,9.35
2686,3.3,25.4,12.7
2687,7.3,52.5,26.25
2688,2.1,15.1,7.55
2689,4.4,32.7,16.35
2690,0,4.4,2.2
2691,4.2,33.1,16.55
2692,3.6,26.9,13.45
2693,0.5,5.8,2.9
2694,2.7,19.8,9.9
2695,14.6,92.7,46.35
2696,26.2,139.2,69.6
2697,0.9,8.4,4.2
2698,2,15.6,7.8
2699,2.6,19.1,9.55
2700,6.6,47.3,23.65
2701,1.6,12.4,6.2
2702,6.3,47.5,23.75
2703,0,3.8,1.9
2704,6.2,46.6,23.3
2705,3.9,30.4,15.2
2706,3.4,26.2,13.1
2707,4.2,31.1,15.55
2708,6.1,47.7,23.85
2709,11.2,74.8,37.4
2710,10.3,70.4,35.2
2711,1.9,16.2,8.1
2712,2.9,21.7,10.85
2713,0.9,9.1,4.55
2714,3.3,26.5,13.25
2715,9.4,65.7,32.85
2716,12.6,83.5,41.75
2717,1.8,12.3,6.15
2718,22.8,127.1,63.55
2719,2.9,22.8,11.4
2720,1.7,12.7,6.35
2721,6.2,46.2,23.1
2722,4.5,35.6,17.8
2723,1.6,10.9,5.45
2724,0.8,6.8,3.4
2725,14.5,91.5,45.75
2726,4,31.3,15.65
2727,5,37.9,18.95
2728,9.3,64.1,32.05
2729,0.9,9.4,4.7
2730,7.2,52.4,26.2
2731,9,63,31.5
2732,2.3,16.9,8.45
2733,0.7,8.7,4.35
2734,0.7,7.1,3.55
2735,1.5,13.2,6.6
2736,4.4,34.7,17.35
2737,2.4,17.9,8.95
2738,2.3,18.8,9.4
2739,2.7,19.6,9.8
2740,3.3,25.8,12.9
2741,14,90.3,45.15
2742,0.6,6.1,3.05
2743,12.4,81.7,40.85
2744,0,3.4,1.7
2745,0.2,4.4,2.2
2746,13.1,86.8,43.4
2747,15.7,96.5,48.25
2748,7.6,55.3,27.65
2749,5.5,42.2,21.1
2750,6,44.1,22.05
2751,1.2,9.3,4.65
2752,2.2,16.5,8.25
2753,2.2,17.2,8.6
2754,7.1,51.8,25.9
2755,0.5,5.5,2.75
2756,3.9,31.1,15.55
2757,4.3,32.9,16.45
2758,1.9,14.3,7.15
2759,3,22.3,11.15
2760,8.7,61.8,30.9
2761,2.1,17.8,8.9
2762,1.5,10.5,5.25
2763,2.6,19.7,9.85
2764,2.6,19.6,9.8
2765,9.1,63.8,31.9
2766,6.5,48.2,24.1
2767,9.8,68.5,34.25
2768,5.9,45.9,22.95
2769,7.4,55.4,27.7
2770,14.4,91.9,45.95
2771,7.2,53.1,26.55
2772,1.7,15,7.5
2773,0.4,4.2,2.1
2774,4.9,37.5,18.75
2775,3,24.3,12.15
2776,2.2,18.3,9.15
2777,3.3,25.9,12.95
2778,1.7,13.7,6.85
2779,2,15,7.5
2780,17.7,106.2,53.1
2781,1.3,9.3,4.65
2782,4.1,31.9,15.95
2783,3.9,30.5,15.25
2784,0.5,5.7,2.85
2785,1.2,8.8,4.4
2786,8.4,58.5,29.25
2787,0.4,4.7,2.35
2788,9.3,63.6,31.8
2789,1.9,13.1,6.55
2790,2.4,18.4,9.2
2791,14.4,92.1,46.05
2792,9.4,64.7,32.35
2793,13.6,87.7,43.85
2794,8.4,59.9,29.95
2795,15.4,95.5,47.75
2796,5.2,39,19.5
2797,14.4,91.5,45.75
2798,15.8,99,49.5
2799,2.6,19.8,9.9
2800,2.2,16.9,8.45
2801,1.6,13.2,6.6
2802,1.6,12.3,6.15
2803,0.7,5.7,2.85
2804,1.1,9.6,4.8
2805,3.2,22.8,11.4
2806,3.2,25.3,12.65
2807,2.8,20.6,10.3
2808,4.1,29.9,14.95
2809,2.2,16.6,8.3
2810,6.1,45.4,22.7
2811,12.9,84.2,42.1
2812,2.8,22.7,11.35
2813,20.8,119.3,59.65
2814,1.4,9.9,4.95
2815,11,74.1,37.05
2816,20.7,120.3,60.15
2817,9.5,67.4,33.7
2818,0.6,5.4,2.7
2819,5.9,43.3,21.65
2820,1.7,13.1,6.55
2821,8.7,61.1,30.55
2822,18.6,110.6,55.3
2823,2.4,18,9
2824,11.2,76.9,38.45
2825,3.3,24.6,12.3
2826,27.5,144.4,72.2
2827,3.5,29.1,14.55
2828,0.6,6.2,3.1
2829,1.4,10.8,5.4
2830,3.9,31.7,15.85
2831,5.1,38.7,19.35
2832,4.6,37.1,18.55
2833,1.5,13.6,6.8
2834,4.2,32.4,16.2
2835,6.9,50.4,25.2
2836,0.4,4.7,2.35
2837,2,16.1,8.05
2838,5.9,44.5,22.25
2839,1.2,10,5
2840,1.2,10,5
2841,0.1,3.7,1.85
2842,2.6,19.5,9.75
2843,1.9,15.1,7.55
2844,1.2,10.7,5.35
2845,0.4,6.2,3.1
2846,4.4,34.4,17.2
2847,2.6,20.9,10.45
2848,11.8,79,39.5
2849,10.1,68.9,34.45
2850,1.5,13.2,6.6
2851,7.2,52.9,26.45
2852,0.1,4.9,2.45
2853,9.2,63.6,31.8
2854,20.4,117.7,58.85
2855,12.6,83.5,41.75
2856,3.2,24.6,12.3
2857,1.9,15.3,7.65
2858,5.3,40.3,20.15
2859,5.1,37.2,18.6
2860,2.5,19,9.5
2861,0.3,3.4,1.7
2862,7.9,58.4,29.2
2863,8.7,61.7,30.85
2864,5.3,38,19
2865,2.4,19,9.5
2866,5.4,41.4,20.7
2867,6.9,50.7,25.35
2868,0.2,4.3,2.15
2869,11.3,77.3,38.65
2870,9.5,65.5,32.75
2871,14.1,90.5,45.25
2872,0.5,5,2.5
2873,5.5,41.3,20.65
2874,11.8,79,39.5
2875,15.6,98.1,49.05
2876,9.6,67.4,33.7
2877,5.4,39.9,19.95
2878,1.9,13.9,6.95
2879,0.3,3.5,1.75
2880,3.2,22.5,11.25
2881,7.1,50.3,25.15
2882,12.5,82.7,41.35
2883,4.6,35,17.5
2884,21,119.3,59.65
2885,1.5,11.4,5.7
2886,16.4,102.4,51.2
2887,0.8,7.1,3.55
2888,8.7,61.7,30.85
2889,11.6,77.2,38.6
2890,0.9,7.7,3.85
2891,0.5,7.7,3.85
2892,9.9,68.9,34.45
2893,7.1,49.5,24.75
2894,3,25,12.5
2895,6.1,45.5,22.75
2896,1.7,13.5,6.75
2897,3.8,29.6,14.8
2898,11,74.7,37.35
2899,0.2,5.1,2.55
2900,10.4,70.6,35.3
2901,0.8,8,4
2902,14.3,91.2,45.6
2903,0.2,6.1,3.05
2904,3.7,27.9,13.95
2905,0,5.1,2.55
2906,4,31.8,15.9
2907,13.2,85.9,42.95
2908,2.8,22,11
2909,1.9,14.8,7.4
2910,5.8,43,21.5
2911,4.7,36.1,18.05
2912,2.1,15.5,7.75
2913,5.4,41.2,20.6
2914,0.1,5.7,2.85
2915,0.4,4.7,2.35
2916,12.3,82.3,41.15
2917,27.3,142.3,71.15
2918,1.7,12.5,6.25
2919,9.6,66.6,33.3
2920,11.2,75.2,37.6
2921,0.8,6.9,3.45
2922,2.7,21,10.5
2923,1.9,16.9,8.45
2924,0.1,3.5,1.75
2925,4.8,37.6,18.8
2926,2.1,14.5,7.25
2927,0,5.9,2.95
2928,5.8,44.2,22.1
2929,6.8,51.3,25.65
2930,7.2,53,26.5
2931,4.6,35.8,17.9
2932,17,103.6,51.8
2933,12.2,81.1,40.55
2934,5.5,41.6,20.8
2935,14.6,92.9,46.45
2936,4.4,32.6,16.3
2937,4.2,32.7,16.35
2938,0.1,6.8,3.4
2939,1.3,9.1,4.55
2940,0.3,2.7,1.35
2941,0,5.7,2.85
2942,6,44.7,22.35
2943,5.1,39,19.5
2944,9.8,71.2,35.6
2945,5,37.2,18.6
2946,16.9,102.1,51.05
2947,6.1,44.3,22.15
2948,3.8,29.7,14.85
2949,2.9,22.5,11.25
2950,8.7,60.6,30.3
2951,2.5,19.1,9.55
2952,5.3,39.8,19.9
2953,1.8,14.6,7.3
2954,3.2,25.4,12.7
2955,5.9,45,22.5
2956,12.6,82.6,41.3
2957,7.1,52.8,26.4
2958,6.7,48.5,24.25
2959,7.5,54.8,27.4
2960,1.7,13.4,6.7
2961,1,6.6,3.3
2962,1.9,15.7,7.85
2963,3.3,25.4,12.7
2964,22.9,125.9,62.95
2965,2.5,18.2,9.1
2966,4.1,31.6,15.8
2967,0.4,6.8,3.4
2968,1.2,8.7,4.35
2969,2.7,21.2,10.6
2970,11.9,77.7,38.85
2971,1.8,15,7.5
2972,1,9.7,4.85
2973,1.5,11,5.5
2974,8.4,60.3,30.15
2975,4.6,33.9,16.95
2976,1.8,12.6,6.3
2977,1.3,10.9,5.45
2978,0.9,6.9,3.45
2979,1,9.3,4.65
2980,10.3,70.9,35.45
2981,1.3,10.3,5.15
2982,16.8,103.5,51.75
2983,2.7,21.3,10.65
2984,1.3,10.5,5.25
2985,2.1,15,7.5
2986,0.9,9.5,4.75
2987,8.5,61.3,30.65
2988,4.1,32,16
2989,1,8,4
2990,13.4,86.1,43.05
2991,17.7,108.7,54.35
2992,6.1,44.7,22.35
2993,1.9,14.9,7.45
2994,6.8,51,25.5
2995,2.3,20.5,10.25
2996,0.4,5.8,2.9
2997,2.8,22.3,11.15
2998,0,5.9,2.95
2999,0.7,6,3
3000,1.4,11.2,5.6
3001,11.4,77.4,38.7
3002,3.6,26.6,13.3
3003,2,15.9,7.95
3004,4.2,33,16.5
3005,1.9,14.9,7.45
3006,5.8,42.1,21.05
3007,10.3,69.5,34.75
3008,20,116.4,58.2
3009,2.9,23.2,11.6
3010,3.3,24.4,12.2
3011,2.4,18.6,9.3
3012,7.5,54.8,27.4
3013,3.5,26.6,13.3
3014,3.5,25.9,12.95
3015,0.7,7.3,3.65
3016,1.4,11.1,5.55
3017,14,91.2,45.6
3018,7.6,56,28
3019,5.5,40.7,20.35
3020,6,45.8,22.9
3021,5.2,38.3,19.15
3022,0.1,3.4,1.7
3023,2.2,18.4,9.2
3024,13.2,85.6,42.8
3025,3.4,26,13
3026,9.1,63.3,31.65
3027,1.6,12,6
3028,0.6,5.8,2.9
3029,1.6,15.6,7.8
3030,3.3,25.3,12.65
3031,6.3,47.7,23.85
3032,10.3,69.9,34.95
3033,16.9,103.6,51.8
3034,1.8,17.2,8.6
3035,5.8,43.9,21.95
3036,21.1,119.3,59.65
3037,3.4,24.6,12.3
3038,1.3,12.1,6.05
3039,1.6,12.1,6.05
3040,0.1,4.4,2.2
3041,1.5,12.7,6.35
3042,1.2,9.3,4.65
3043,6.1,44,22
3044,0.3,4.6,2.3
3045,12.9,85.1,42.55
3046,4.2,31.3,15.65
3047,2.6,20.3,10.15
3048,6.6,47.6,23.8
3049,7.5,54.3,27.15
3050,6.1,45.5,22.75
3051,2,14.9,7.45
3052,4.6,35.1,17.55
3053,0.4,5.6,2.8
3054,3.1,24.3,12.15
3055,1,9.1,4.55
3056,2,15.2,7.6
3057,7.9,56,28
3058,6.3,45.9,22.95
3059,20.3,117.6,58.8
3060,3,22.3,11.15
3061,1.7,12.7,6.35
3062,1.9,15.2,7.6
3063,1.5,10.7,5.35
3064,0.3,4.6,2.3
3065,0.2,3.9,1.95
3066,1.7,14.2,7.1
3067,0.6,7.1,3.55
3068,12.9,85.7,42.85
3069,1,8,4
3070,7.2,52.7,26.35
3071,10.8,75,37.5
3072,0.8,7.1,3.55
3073,4.5,33.6,16.8
3074,0,2.2,1.1
3075,0.6,5.3,2.65
3076,10,69,34.5
3077,0.9,7.2,3.6
3078,5.9,43.9,21.95
3079,4.1,32.1,16.05
3080,7.8,56.3,28.15
3081,2.4,17.6,8.8
3082,0.2,4,2
3083,0.5,7,3.5
3084,0.1,4.3,2.15
3085,0.6,7.1,3.55
3086,15.9,99,49.5
3087,2.4,20.5,10.25
3088,0.9,7.7,3.85
3089,1.4,12.1,6.05
3090,0.6,6.2,3.1
3091,14,90.2,45.1
3092,6.5,48.1,24.05
3093,2.5,17.4,8.7
3094,8,56.8,28.4
3095,2,16.9,8.45
3096,4.4,34.2,17.1
3097,2.2,16.6,8.3
3098,0.1,4.5,2.25
3099,9.5,68.2,34.1
3100,0.9,7.1,3.55
3101,1.5,13.7,6.85
3102,1.5,12.3,6.15
3103,2.3,19.3,9.65
3104,9.1,65.5,32.75
3105,18.3,109.2,54.6
3106,10.5,71,35.5
3107,1.3,9.5,4.75
3108,0.1,4.7,2.35
3109,7.9,56.6,28.3
3110,0.7,6,3
3111,13.5,87.1,43.55
3112,1.3,8.9,4.45
3113,1,9.4,4.7
3114,4.9,37.6,18.8
3115,9.5,65,32.5
3116,7.9,54.9,27.45
3117,0.8,7.6,3.8
3118,4.6,34.9,17.45
3119,11.7,80.3,40.15
3120,2.6,19.7,9.85
3121,4.2,31.8,15.9
3122,2.4,18.4,9.2
3123,11.6,78.1,39.05
3124,4.6,36.2,18.1
3125,0.9,7.5,3.75
3126,5.3,39.8,19.9
3127,0.4,5.6,2.8
3128,10.3,69.9,34.95
3129,17,103.8,51.9
3130,0.7,6.4,3.2
3131,1.3,10.7,5.35
3132,0.6,6.2,3.1
3133,4.8,34.6,17.3
3134,0.5,6.4,3.2
3135,4.4,33.9,16.95
3136,5.4,40.6,20.3
3137,2.4,19.1,9.55
3138,2.5,19.6,9.8
3139,14.6,93.1,46.55
3140,7.8,56.5,28.25
3141,5,37.4,18.7
3142,6.1,43.8,21.9
3143,0.3,3.8,1.9
3144,3.7,27.3,13.65
3145,3.1,22.9,11.45
3146,9.5,65.6,32.8
3147,5.7,42.4,21.2
3148,2.9,22.5,11.25
3149,4.2,32,16
3150,2.5,18.8,9.4
3151,0.9,6.3,3.15
3152,4,31.3,15.65
3153,2.3,17.2,8.6
3154,4.3,34.1,17.05
3155,2.6,18.5,9.25
3156,2.6,22.6,11.3
3157,0.5,6.2,3.1
3158,1.6,12.8,6.4
3159,8.7,62.4,31.2
3160,7.2,53.4,26.7
3161,1.3,9.9,4.95
3162,2.6,21.5,10.75
3163,12.7,83.5,41.75
3164,4.2,34.3,17.15
3165,3,22.5,11.25
3166,6.7,49.7,24.85
3167,1.5,12.2,6.1
3168,15.2,95,47.5
3169,4.5,35.6,17.8
3170,3.1,23.1,11.55
3171,3.6,27.2,13.6
3172,24,131.6,65.8
3173,1.2,10.3,5.15
3174,2.4,17.2,8.6
3175,4.4,33.5,16.75
3176,11.7,79.5,39.75
3177,3,21.4,10.7
3178,17.3,105.4,52.7
3179,11.9,77.1,38.55
3180,0.4,6.4,3.2
3181,5,36.8,18.4
3182,0.7,7.9,3.95
3183,0.4,4.9,2.45
3184,1.3,9.9,4.95
3185,10.4,71.1,35.55
3186,7,52.2,26.1
3187,7.7,55.4,27.7
3188,3.4,24.6,12.3
3189,1.1,9.9,4.95
3190,1.2,9.3,4.65
3191,0.6,6.3,3.15
3192,1.1,10.4,5.2
3193,11.9,80.5,40.25
3194,1.1,10.2,5.1
3195,2.2,17.7,8.85
3196,6.4,48.9,24.45
3197,3.2,25,12.5
3198,0.4,6.1,3.05
3199,2.6,18.5,9.25
3200,0.7,6.6,3.3
3201,0.9,7.1,3.55
3202,3.3,24.8,12.4
3203,5.3,38.8,19.4
3204,18.3,108.2,54.1
3205,1.8,12.2,6.1
3206,2.4,17.7,8.85
3207,0,5.9,2.95
3208,0.3,3.5,1.75
3209,5.8,45,22.5
3210,2.4,17.1,8.55
3211,7.6,53.7,26.85
3212,20.6,119,59.5
3213,3.3,24.7,12.35
3214,1.9,15.4,7.7
3215,0.8,6.1,3.05
3216,0.4,4.7,2.35
3217,3.6,25.9,12.95
3218,3.1,23.2,11.6
3219,1.1,8.3,4.15
3220,3.1,24.8,12.4
3221,9.7,66.7,33.35
3222,0.3,5.7,2.85
3223,1.6,12.3,6.15
3224,6.4,46.7,23.35
3225,2.6,18.7,9.35
3226,0.7,5.2,2.6
3227,1.3,10.3,5.15
3228,9.5,65.4,32.7
3229,11.7,78,39
3230,2.9,23.6,11.8
3231,9.2,65.5,32.75
3232,0.3,5,2.5
3233,5.6,42.3,21.15
3234,0.5,6.3,3.15
3235,2.7,20.2,10.1
3236,2.8,22.6,11.3
3237,2.9,21.9,10.95
3238,6.4,48.4,24.2
3239,2.5,19.7,9.85
3240,13.6,87.1,43.55
3241,1.4,10.3,5.15
3242,11.2,76.1,38.05
3243,4,31.9,15.95
3244,15,95.1,47.55
3245,0.6,6.3,3.15
3246,5.6,41.5,20.75
3247,0.4,4.7,2.35
3248,6.2,45.7,22.85
3249,2,15.9,7.95
3250,1.2,10.7,5.35
3251,7,51.5,25.75
3252,0.4,3.7,1.85
3253,4.6,36.4,18.2
3254,5,36.7,18.35
3255,0.9,7.3,3.65
3256,4.1,28.2,14.1
3257,4.3,33.2,16.6
3258,7.8,58.3,29.15
3259,1.7,12.1,6.05
3260,1.3,10.6,5.3
3261,1.3,11.7,5.85
3262,13.9,90.4,45.2
3263,0.3,4.6,2.3
3264,2.9,23.1,11.55
3265,6.3,45.5,22.75
3266,2.2,18,9
3267,4.3,31.7,15.85
3268,7.3,53.6,26.8
3269,6.9,51,25.5
3270,1.6,12.9,6.45
3271,4.3,31.4,15.7
3272,6.1,44.1,22.05
3273,11.2,76.8,38.4
3274,0.3,5.9,2.95
3275,5.8,41.2,20.6
3276,2.3,17.6,8.8
3277,0.8,6.7,3.35
3278,5.8,41,20.5
3279,2.9,21.7,10.85
3280,3.2,25.2,12.6
3281,4.6,35,17.5
3282,5.8,42.6,21.3
3283,2.1,16.2,8.1
3284,8.6,60.9,30.45
3285,14.2,90.7,45.35
3286,6.6,49,24.5
3287,10.3,71.1,35.55
3288,8.8,61.9,30.95
3289,5.5,42.2,21.1
3290,3.8,28.1,14.05
3291,6.3,46.8,23.4
3292,5.7,42.3,21.15
3293,2.2,14.6,7.3
3294,2.3,16.3,8.15
3295,0.8,6.9,3.45
3296,0.8,7.7,3.85
3297,1.2,8.1,4.05
3298,1.9,15.9,7.95
3299,3.5,25.9,12.95
3300,3.2,24.8,12.4
3301,0.3,3.2,1.6
3302,15.4,97.5,48.75
3303,4.8,37.5,18.75
3304,1.9,15.3,7.65
3305,1.7,13.1,6.55
3306,28.5,146.6,73.3
3307,2.1,16.3,8.15
3308,3.3,25.5,12.75
3309,3.7,27.7,13.85
3310,9.4,64.9,32.45
3311,4.7,36.5,18.25
3312,10.7,72.6,36.3
3313,1.2,9.6,4.8
3314,1.2,9.1,4.55
3315,3.2,24.3,12.15
3316,9.8,69.7,34.85
3317,1.2,7.6,3.8
3318,10,68.3,34.15
3319,3.8,28,14
3320,2.5,19.8,9.9
3321,0.7,6.2,3.1
3322,2.5,19.2,9.6
3323,4.7,34.5,17.25
3324,0.2,4.3,2.15
3325,1.9,13.7,6.85
3326,3.2,23.6,11.8
3327,1.5,12.7,6.35
3328,1.1,9.2,4.6
3329,0.6,7,3.5
3330,13.5,88.1,44.05
3331,0.7,6,3
3332,3,23,11.5
3333,3.1,24.4,12.2
3334,13.9,89.6,44.8
3335,3.8,30.6,15.3
3336,0.9,6.5,3.25
3337,0.9,7,3.5
3338,1.6,13.3,6.65
3339,0.2,6.1,3.05
3340,0.6,5.1,2.55
3341,5.5,42,21
3342,8.7,62.7,31.35
3343,2.9,20.5,10.25
3344,2.4,19.5,9.75
3345,11.3,75.9,37.95
3346,0.5,5.7,2.85
3347,0.6,7.2,3.6
3348,3.4,25.9,12.95
3349,7.3,52.4,26.2
3350,2.3,19.3,9.65
3351,11.3,74.1,37.05
3352,3.7,26.7,13.35
3353,1.6,12.1,6.05
3354,4.7,36.1,18.05
3355,2,17.3,8.65
3356,2.5,19.9,9.95
3357,3.6,27.7,13.85
3358,3.9,29.6,14.8
3359,0.9,7.9,3.95
3360,22.4,125.5,62.75
3361,4.3,32.1,16.05
3362,11.2,75.1,37.55
3363,10.7,73,36.5
3364,4.9,38.2,19.1
3365,0.6,6.6,3.3
3366,0.6,4.8,2.4
3367,5.4,39.7,19.85
3368,0,4,2
3369,10.8,72.8,36.4
3370,5.6,42.7,21.35
3371,0.9,6.7,3.35
3372,2.8,22.4,11.2
3373,7.4,54,27
3374,1,7.6,3.8
3375,2.6,20.5,10.25
3376,1,9.5,4.75
3377,13.6,89.3,44.65
3378,1.7,14.2,7.1
3379,1.8,13.3,6.65
3380,1.2,7.9,3.95
3381,5.2,38.4,19.2
3382,0.4,4,2
3383,1.3,11.2,5.6
3384,1,7,3.5
3385,5.5,42.6,21.3
3386,9,61.8,30.9
3387,0.2,3.1,1.55
3388,4.4,33.1,16.55
3389,0.6,2.8,1.4
3390,3.2,24.2,12.1
3391,3.1,22.7,11.35
3392,5.1,38.4,19.2
3393,3.4,24.6,12.3
3394,0.8,8.1,4.05
3395,8,57.8,28.9
3396,2.8,22,11
3397,0.8,6.3,3.15
3398,4,31.7,15.85
3399,3.1,23.8,11.9
3400,4.1,30.3,15.15
3401,16.7,102.5,51.25
3402,0.9,6,3
3403,2.7,20.8,10.4
3404,4.2,32.1,16.05
3405,5.1,38.1,19.05
3406,5.1,37,18.5
3407,9,63.8,31.9
3408,2.6,19.9,9.95
3409,1.2,10.8,5.4
3410,20.8,119.1,59.55
3411,7.8,54,27
3412,1,6.9,3.45
3413,5.4,39.8,19.9
3414,14.8,94.6,47.3
3415,2.3,19,9.5
3416,5.6,41.8,20.9
3417,7.4,54.2,27.1
3418,0.2,5.9,2.95
3419,4.4,31.4,15.7
3420,0.9,6.7,3.35
3421,1.2,10.6,5.3
3422,0.1,5,2.5
3423,4,30.3,15.15
3424,2.1,16,8
3425,4.3,31.7,15.85
3426,13.2,85.3,42.65
3427,6.4,48.8,24.4
3428,7,50.4,25.2
3429,6.4,46.9,23.45
3430,6.6,48.3,24.15
3431,2.4,19.3,9.65
3432,1.6,11.8,5.9
3433,7.5,55.4,27.7
3434,9.4,65.3,32.65
3435,1.1,8.5,4.25
3436,2.1,16,8
3437,1.7,12,6
3438,13.9,89.5,44.75
3439,9.6,67.1,33.55
3440,2.9,24.6,12.3
3441,18.7,110.5,55.25
3442,2,14,7
3443,0.1,5.3,2.65
3444,15.9,98,49
3445,16.7,103,51.5
3446,0,3.5,1.75
3447,1.9,14.9,7.45
3448,1.1,7.4,3.7
3449,8.4,61,30.5
