"ID_number","Diameter_in","Height_ft"
1412,5.3,40.2
1413,4.7,34.8
1414,6.1,44.5
1415,3.3,25.2
1416,1.9,14.2
1417,22.1,121.9
1418,4.5,33.9
1419,0.4,3.8
1420,4.1,30.8
1421,1.3,11.6
1422,1.5,11.8
1423,4.5,34.7
1424,5.7,44
1425,9.5,68.2
1426,1.5,11.7
1427,18.6,110.3
1428,1.1,10.4
1429,3.6,27.5
1430,2.3,18.6
1431,0.1,4.9
1432,2.5,20.9
1433,0.4,5.3
1434,1.9,14
1435,8.2,60.1
1436,0.7,8.7
1437,0.8,6.5
1438,4.6,36.3
1439,1.4,11.6
1440,0.1,5
1441,3.8,28
1442,13.8,89.1
1443,6.9,50.2
1444,16.7,102.7
1445,5.4,40.9
1446,5.4,39.9
1447,7.5,51.6
1448,4.5,36
1449,9.2,63.8
1450,2,15.3
1451,4.2,30.9
1452,8.8,63.5
1453,11.7,77.3
1454,0.8,8.1
1455,1.3,10.7
1456,5.1,37.4
1457,5,36.9
1458,0.2,4.8
1459,6.5,48.3
1460,2.2,16.7
1461,1.1,8.7
1462,0.5,6
1463,14.9,93.8
1464,3.3,24
1465,12.1,81.2
1466,0.1,4.2
1467,1.6,12.8
1468,6.1,47
1469,10.4,70.7
1470,14,92
1471,1.1,8.4
1472,14.6,93.2
1473,2.4,17.5
1474,6.1,44.7
1475,3.5,28.7
1476,7.5,53.7
1477,8.2,57.6
1478,11.2,75.3
1479,8.2,59.3
1480,4.3,32.3
1481,1.2,10.1
1482,13.8,89.6
1483,0.7,7.7
1484,7.2,54.4
1485,7.8,57
1486,8,58.7
1487,5,38.4
1488,4.6,33.3
1489,4.8,36.9
1490,1.4,11.6
1491,0.3,4.5
1492,3.6,27.4
1493,22.2,125.9
1494,0.4,4.4
1495,2.2,17.8
1496,0.7,5.7
1497,16.4,100.6
1498,14.8,92.6
1499,2.1,18.1
1500,4.1,30.7
1501,3.5,27.3
1502,7.1,49.3
1503,5.3,40.1
1504,9.7,66.6
1505,2.9,22
1506,0.3,4.8
1507,0.5,7.1
1508,8,57.2
1509,4.5,34.8
1510,2.1,16.8
1511,14.5,90.7
1512,5.3,41.5
1513,5.1,38.6
1514,10.4,69.6
1515,4.5,35.6
1516,3.6,28.4
1517,2.3,17.4
1518,1.8,12.2
1519,13.9,88.8
1520,0.4,4.6
1521,5,38.5
1522,4,31.1
1523,0.3,5.2
1524,4.9,39.1
1525,6.1,43.6
1526,10.5,71.2
1527,0.4,3.8
1528,7.6,55.1
1529,1.3,10.6
1530,6.7,49.1
1531,5.7,41.7
1532,4.8,35.8
1533,14.7,93
1534,8.1,60.4
1535,2.1,16.5
1536,4,31.1
1537,1.6,12.7
1538,4.5,34.5
1539,7.2,53
1540,0.4,4.9
1541,8.8,63.7
1542,1.6,12.1
1543,15,94.3
1544,2.5,19.4
1545,4.2,32.7
1546,2.9,21.8
1547,0.2,4.7
1548,6,45.5
1549,7.9,56.5
1550,6.6,47.8
1551,7.2,51.6
1552,16.3,100.1
1553,7.7,56.5
1554,3.2,24
1555,0.2,4.1
1556,19.8,115.4
1557,0.1,5.2
1558,3.7,27.3
1559,1.5,11.9
1560,0,3.6
1561,0.8,7.1
1562,17.3,105.4
1563,2.6,19.9
1564,6.5,47
1565,4.5,33.9
1566,10.9,75.2
1567,6.5,46.7
1568,0.3,4.4
1569,7.2,54.1
1570,5,37.7
1571,7.3,52.3
1572,0.2,3.7
1573,7.7,56
1574,1.4,10.6
1575,10.7,72.9
1576,1.4,11.5
1577,1.7,14.1
1578,1.8,14.4
1579,5.2,38.9
1580,4.5,33.9
1581,3.1,23.8
1582,0.9,8.6
1583,12.9,84
1584,3,23.5
1585,1.6,13.3
1586,1.3,11.9
1587,3.7,29.1
1588,1.6,11.8
1589,1.8,13.2
1590,19.8,115.1
1591,0.5,4.4
1592,1.9,15.4
1593,14,89.5
1594,2.2,17.6
1595,1.9,14.4
1596,8.8,61.8
1597,9.2,63.3
1598,6.5,46.6
1599,16.8,103.9
1600,4.1,29.9
1601,6,44.9
1602,7.1,51.9
1603,12.7,83.4
1604,7.6,54.8
1605,1,6.8
1606,0.7,5.4
1607,5.6,42.1
1608,3.6,29.2
1609,2.4,19.4
1610,9.3,64.7
1611,3.1,25.9
1612,2.5,20.7
1613,11.8,77.3
1614,10.1,69.7
1615,6.7,49.8
1616,3.6,29.2
1617,7,52.1
1618,2,15.5
1619,3.1,23.1
1620,3.1,24.1
1621,4.1,31.4
1622,0.6,4.9
1623,0.6,5.8
1624,3.2,24.7
1625,2.6,20.9
1626,2.9,22.5
1627,3.7,28
1628,12.8,84
1629,7.1,52.4
1630,1.4,10.6
1631,0.1,5
1632,18.8,110.9
1633,1.1,9.2
1634,1,8.5
1635,4.8,37.3
1636,0.2,3.2
1637,5.3,40.9
1638,4,30.4
1639,1,7.9
1640,28.8,145.9
1641,4,30
1642,7.9,56.5
1643,8.3,59.3
1644,8.2,59.4
1645,4.1,32.6
1646,15.4,96.2
1647,8,58
1648,3.2,24.5
1649,1.6,11.2
1650,0.2,5.3
1651,1.8,14
1652,6.3,46.7
1653,6.4,47.2
1654,5.1,40
1655,3.3,25.5
1656,2.8,20.1
1657,0.1,4.3
1658,0.9,6.5
1659,2.1,18.6
1660,1.5,11.6
1661,0.2,6.8
1662,1.3,9.2
1663,2.1,17.6
1664,12.4,81.3
1665,4.7,36.5
1666,0.4,4.8
1667,12.6,82.9
1668,3.9,31.1
1669,0,3.4
1670,6,46
1671,3.9,30.7
1672,0.6,7.1
1673,0.7,5.1
1674,3,24.2
1675,0.5,4.4
1676,5.1,39.1
1677,2.8,21.3
1678,1.7,15
1679,3.7,28.7
1680,4.6,35.2
1681,5.8,43.4
1682,2.7,20.6
1683,2.3,18.3
1684,6,44.4
1685,0.5,3.6
1686,11.7,78
1687,5.4,39.5
1688,6.9,49.3
1689,7.8,57.4
1690,21.2,122
1691,0.1,3.7
1692,0.6,5.9
1693,19.7,113.6
1694,0.7,7.4
1695,3.5,26.6
1696,7.3,52.6
1697,2.5,18.9
1698,2.2,18.6
1699,17.1,102.6
1700,0.2,5.5
1701,1.6,13.1
1702,1.2,11.2
1703,0.5,5.5
1704,0.3,5
1705,3.1,24.9
1706,6,43.7
1707,0.6,7.7
1708,3.3,25.4
1709,8.8,63.6
1710,2.6,19.4
1711,3.5,25.9
1712,2.7,20.4
1713,1.5,12.7
1714,16.2,100.4
1715,7.4,52.4
1716,2,16.8
1717,0.8,7.7
1718,0.5,5.8
1719,0.7,7.3
1720,1.3,11.7
1721,5.3,40.1
1722,5.2,39.7
1723,6.8,48.5
1724,0.4,5.6
1725,1,9.2
1726,1.3,9.3
1727,0.2,3.1
1728,1.1,7.9
1729,8.7,61.2
1730,7.2,51.7
1731,0.4,2.7
1732,3.4,25.3
1733,0.8,7.8
1734,12.6,83.7
1735,6.6,48.5
1736,1.1,9.5
1737,0,5
1738,0.9,6
1739,3.3,25.9
1740,2.9,22.7
1741,0.8,7.3
1742,2.5,21.6
1743,3.5,27.8
1744,3.8,29.2
1745,1.8,14.3
1746,3,24.5
1747,1.1,8.2
1748,18,108.9
1749,1,10.5
1750,3.7,28.2
1751,6.9,51
1752,2.1,14.7
1753,0.5,5.5
1754,0.7,6.2
1755,1.2,10.2
1756,0.3,4.6
1757,6.2,46.4
1758,4,29.9
1759,2.8,19.1
1760,2.1,15.4
1761,16.1,98.9
1762,11.9,80.6
1763,0,3.2
1764,0.7,7.9
1765,9,64.4
1766,6.7,49.4
1767,7.6,55.5
1768,4.4,35.1
1769,3.5,28
1770,1.4,12.5
1771,21.9,123
1772,3.5,26.3
1773,4.1,29.5
1774,0.6,5.5
1775,2.6,20.2
1776,1,9
1777,20.9,120.8
1778,3.3,26
1779,9.6,67.3
1780,1.1,8.6
1781,8.4,59.7
1782,0.9,7
1783,4.5,34
1784,7.2,53.3
1785,2.5,19.9
1786,4,31.1
1787,0.9,8.7
1788,4.9,38.2
1789,12.9,83.6
1790,6.1,43.9
1791,0.4,5.4
1792,0.4,6.1
1793,3,23.3
1794,0.8,5.1
1795,5.5,40.9
1796,1.2,10.8
1797,4.3,33.2
1798,0,6.5
1799,6.4,48.7
1800,1.6,12.7
1801,4.6,33.2
1802,39.1,176.7
1803,12.7,83.6
1804,4.1,30.2
1805,3.9,29.1
1806,0.5,7.1
1807,4.8,36.7
1808,5.1,39.7
1809,1.3,10
1810,3.1,26.2
1811,5.3,40.4
1812,1.8,12.9
1813,3,22.4
1814,18.3,108.8
1815,1,7.9
1816,6.3,47.6
1817,3.4,26
1818,0.5,6.5
1819,10.9,74.1
1820,0.1,5.1
1821,1.6,13.2
1822,5.2,37.6
1823,8.6,62.8
1824,2.2,17.3
1825,1.1,10.1
1826,13.9,89
1827,8.2,59
1828,0.8,7.7
1829,1.5,14.1
1830,2.6,19.7
1831,11.6,77.6
1832,5.1,38.3
1833,9.1,64.9
1834,11.7,78.3
1835,2.6,18.9
1836,4.1,32.1
1837,0.6,5.9
1838,0.7,6.4
1839,2.4,17.8
1840,2.2,18.6
1841,5.5,40.6
1842,0.1,3.9
1843,1.7,12
1844,21.2,122.5
1845,5.3,40
1846,1.2,9.8
1847,21.5,120.6
1848,2,14.8
1849,1.3,12
1850,2.7,19.3
1851,0.6,5.8
1852,0.4,3.7
1853,1.2,8.4
1854,0,6.3
1855,0.2,4.7
1856,0.4,6.7
1857,6.2,45.7
1858,9.2,65.2
1859,5.5,41
1860,3.1,24.2
1861,0.9,7.2
1862,11.3,77.3
1863,0.6,4.5
1864,1.9,15.5
1865,10,70
1866,1.2,11.7
1867,11.7,77.8
1868,6.2,45.7
1869,20.2,116.5
1870,6.8,50.8
1871,19.2,113.4
1872,7.3,52.2
1873,37.5,172.4
1874,11.3,76.5
1875,10.6,72.2
1876,0.8,5.1
1877,0.6,4.1
1878,6,45.4
1879,0.1,3.9
1880,2.9,22.9
1881,3.2,22.5
1882,2.5,20.8
1883,0.8,6.3
1884,4.7,34.3
1885,6,45.6
1886,2.6,21.5
1887,3.8,29.4
1888,0.5,5.5
1889,1.4,11.9
1890,0.1,4.7
1891,2.3,19.2
1892,3,23.8
1893,3.7,26.6
1894,4.4,33.2
1895,5.2,39.8
1896,1.4,10.7
1897,1.5,11.6
1898,0.1,3.5
1899,3.3,25.9
1900,4.1,29.3
1901,3,23.1
1902,0.8,7
1903,6.8,48.8
1904,2.6,20.3
1905,5.2,40.5
1906,0.3,5.1
1907,2.6,19.4
1908,8.4,60.9
1909,3.4,25.7
1910,2,14.1
1911,3.7,27.3
1912,4.4,35.4
1913,8.1,57.9
1914,1.2,8.6
1915,10,68.8
1916,1.1,9.4
1917,8.9,63.1
1918,13.3,85.1
1919,0.5,7.7
1920,1.3,11.8
1921,9.9,69.8
1922,10.8,72.8
1923,3.7,27.5
1924,0.3,5.8
1925,3.3,24.7
1926,4.5,34.3
1927,1.8,13.9
1928,2.8,20.9
1929,1.9,15.2
1930,2.1,16.2
1931,5.1,38.1
1932,9.9,69.6
1933,23.9,131.2
1934,3.7,28.1
1935,2.8,23.6
1936,2.2,17.1
1937,0.3,3.8
1938,2.8,21.2
1939,1.3,10.9
1940,14.6,92.4
1941,5.5,42.2
1942,0.3,4.9
1943,4.1,32.1
1944,4.3,32.9
1945,0,2.9
1946,13.1,85
1947,0.8,7.4
1948,6.6,49.3
1949,1.6,12.1
1950,5.6,41.2
1951,3.2,23.7
1952,2.3,19.1
1953,7.4,53.2
1954,1,10.3
1955,1.1,10
1956,4.4,33.3
1957,8.3,60.5
1958,6.7,49.3
1959,1.3,11.5
1960,4,31.3
1961,0.7,6.5
1962,6.5,48
1963,4.5,34.3
1964,3.5,26.7
1965,1.7,12.8
1966,0.6,7
1967,1.5,10.7
1968,0.2,4.8
1969,2.6,20.8
1970,7.7,56.8
1971,3.3,24.9
1972,2.3,18
1973,0.9,9.2
1974,3.9,29.5
1975,2.7,21.2
1976,13.4,86.4
1977,0.3,3.8
1978,0.6,5.9
1979,4.8,36.3
1980,6.1,46.3
1981,1.8,13
1982,10.8,73.2
1983,11.8,78.8
1984,0.4,4.2
1985,1.7,14.4
1986,2.8,21.4
1987,0.5,5.3
1988,12.7,83.8
1989,1.3,11.4
1990,6.5,47.2
1991,0.5,6.1
1992,0.9,8.6
1993,6.3,45.6
1994,2.3,18.6
1995,7.3,51.5
1996,4.5,31.5
1997,0.3,4.2
1998,2.6,19.3
1999,5.5,41.7
2000,1.1,8.9
2001,18.7,110.4
2002,9.5,65.1
2003,11.5,77.7
2004,3.6,27
2005,8.8,60.7
2006,0.9,7.3
2007,11.5,77.7
2008,0.5,5.1
2009,9.4,65.2
2010,0.6,4.2
2011,6.6,47.8
2012,16.5,101.1
2013,1.6,13.5
2014,3.6,26.8
2015,8.6,63
2016,4.9,36.8
2017,17.1,104.1
2018,3.5,25.4
2019,10,69.1
2020,1.5,12.6
2021,7.8,56.7
2022,0.2,5.4
2023,15.3,96.5
2024,3,22.4
2025,2.6,21.4
2026,9.1,62.9
2027,2.5,20.6
2028,0.2,5.4
2029,4.8,35.4
2030,4.3,31.1
2031,1.1,8.5
2032,1.2,10.6
2033,6.6,49.6
2034,11.3,75.9
2035,3.7,30.1
2036,8.1,59.7
2037,0.5,6.7
2038,11.3,75.3
2039,6.7,49.5
2040,0.9,5.8
2041,3.8,29
2042,3.6,28.6
2043,8.6,59.3
2044,2.4,17.9
2045,1,8.3
2046,4.2,32.5
2047,5.2,39.6
2048,3.5,26.2
2049,0.1,5.7
2050,3.3,25.3
2051,4.2,32.2
2052,20.2,115.5
2053,6.1,46.4
2054,6.3,47.2
2055,5.3,39.9
2056,0.8,9.1
2057,12.7,83.7
2058,0.1,4.2
2059,1.2,9.9
2060,5.1,38.6
2061,10.5,73.3
2062,12.5,80.3
2063,10.2,70.3
2064,18.7,110.5
2065,5.3,39.4
2066,3.4,26.6
2067,1.9,13.9
2068,0.2,4
2069,1,6.5
2070,2.8,22.7
2071,9.8,67.8
2072,2.9,22.2
2073,4.5,34.6
2074,4.8,38.3
2075,1.5,10.6
2076,4.1,32.7
2077,1.9,15.2
2078,2.3,16.7
2079,0,4.9
2080,0,7.5
2081,7.9,56.3
2082,0.1,4.9
2083,8.5,60.3
2084,12.1,79.6
2085,1.3,10.6
2086,2.5,20
2087,3.2,25.1
2088,14.9,92.1
2089,14.3,90.8
2090,0.7,6.7
2091,2.2,16.6
2092,14.2,89.6
2093,10.7,73.8
2094,16.2,100.4
2095,1.4,12
2096,3.9,31.7
2097,0.8,6.3
2098,4.1,31.6
2099,5.2,39.5
2100,2.1,17.9
2101,0.2,5.5
2102,0.9,8.2
2103,6.9,50.2
2104,15,94.1
2105,0.8,7.2
2106,1.4,13.2
2107,0.6,6.5
2108,1.5,12.6
2109,19.6,114
2110,10.7,71
2111,0.3,4.4
2112,11.1,74.3
2113,4.6,33.6
2114,0.1,5.6
2115,2,14.6
2116,6.2,46.4
2117,5.6,42.7
2118,10.5,70.8
2119,8.8,62.4
2120,5.4,40.2
2121,17.5,105.1
2122,12.6,81.9
2123,1.5,12.6
2124,9.3,65.3
2125,5,36.9
2126,10,68
2127,4.7,37.2
2128,7.6,54.9
2129,4.5,34
2130,7.7,55.3
2131,0.4,4
2132,8.6,60.1
2133,3.3,25.2
2134,5.4,40.7
2135,0.9,6
2136,0.1,5.1
2137,1.9,15.8
2138,3.2,23.5
2139,2.6,19.9
2140,1.8,13.5
2141,0.2,2.8
2142,1.4,12
2143,1.4,13.9
2144,6.7,50.8
2145,9,64.1
2146,6.1,45.5
2147,2.9,23.8
2148,0.1,4.6
2149,8.5,59.5
2150,0.5,5
2151,11.7,77.9
2152,2.3,17
2153,13,85
2154,6.3,45
2155,16.5,102.4
2156,1,9.9
2157,0.1,2.9
2158,9.8,68.7
2159,16.4,101.8
2160,1.7,11.5
2161,3.9,29.7
2162,8.6,61.8
2163,13.9,88.3
2164,17,103.4
2165,0.7,6.7
2166,0.2,6
2167,3.3,24.8
2168,6.1,44.4
2169,7.2,52.6
2170,3.8,28.6
2171,8.9,64.3
2172,5.5,40.7
2173,17.1,105.4
2174,0,4.2
2175,1.8,15.7
2176,11.9,76.4
2177,8.7,60.9
2178,4.8,36.8
2179,5.2,39.4
2180,4.4,33.2
2181,1.6,12.8
2182,8.5,60.2
2183,0.7,5.4
2184,4.4,33.9
2185,15.8,98.9
2186,13.2,85.6
2187,6.6,48.4
2188,5.2,38.2
2189,6,43.9
2190,2.9,23.6
2191,3.7,27.8
2192,46.3,194.9
2193,5.1,39.4
2194,0.7,6.8
2195,4.9,37.7
2196,8.9,62.9
2197,3.3,25.3
2198,0.6,7.2
2199,11.3,76.3
2200,13.4,87.3
2201,2.9,22.2
2202,0.6,5.4
2203,3.1,22.8
2204,3.6,27.4
2205,4,29.8
2206,12,79.7
2207,3.5,25.1
2208,0.2,5.2
2209,0.8,7.5
2210,6,45.5
2211,6.2,46.2
2212,2,14.5
2213,5.2,39.2
2214,2.6,21.1
2215,3.4,25.1
2216,7,51.8
2217,3.4,26.5
2218,4.2,32.2
2219,12.2,81
2220,1,7.1
2221,1.4,10.6
2222,0,4.2
2223,3.3,26.1
2224,4,31.3
2225,3,22.2
2226,11.4,78.6
2227,13.1,84.7
2228,10.1,70.8
2229,2.2,15.6
2230,1.1,9.5
2231,2.5,19.8
2232,2.8,22.9
2233,8.2,58.3
2234,5.7,43.1
2235,2.4,20.2
2236,0.3,3.8
2237,2,13.9
2238,5.4,40.3
2239,5.1,35.6
2240,5,39.4
2241,2.7,20.5
2242,0.1,4.5
2243,10,68.7
2244,18.4,110.5
2245,0.2,2.5
2246,2.9,25.2
2247,4.2,32.5
2248,4.5,33.8
2249,2.1,16.2
2250,2.2,19.3
2251,2.9,22.1
2252,1.8,15.4
2253,12,82.1
2254,0.2,5.2
2255,4.5,35.3
2256,10.3,71.8
2257,5,38.3
2258,6.3,46.9
2259,5.3,40.4
2260,4.2,31.4
2261,1.8,15.6
2262,0.1,4
2263,7.5,54.6
2264,4.5,34.5
2265,0.8,8.1
2266,14.4,92
2267,21.1,120.5
2268,4.9,36.4
2269,4,31.9
2270,0.6,3.7
2271,2.8,23.3
2272,2.3,18.3
2273,2.7,19.6
2274,2.9,21
2275,4.7,35.3
2276,7.2,52.3
2277,2.3,17.8
2278,2.2,17.6
2279,3,23.1
2280,1.7,13.2
2281,2.3,16.4
2282,9.2,65
2283,5.3,39.1
2284,7,50.7
2285,3.3,25.8
2286,4.8,38
2287,9.8,67.6
2288,16.7,102
2289,2.6,19.6
2290,5.2,40.2
2291,5.1,39.8
2292,3,23.1
2293,1.1,8.3
2294,1,9.4
2295,3.8,30.3
2296,4.5,32.6
2297,11.3,74.6
2298,8.2,58.4
2299,3.4,28.7
2300,0.8,7.1
2301,7.3,53.7
2302,21.9,123
2303,1.6,13.2
2304,2.9,22
2305,1.1,9.6
2306,6.9,51.6
2307,2.6,21.4
2308,10.5,73
2309,15.9,99.1
2310,5.7,43.8
2311,6.8,50.1
2312,10.6,74
2313,0.1,4.9
2314,6.5,45.3
2315,11.7,77.9
2316,3.4,25.8
2317,16.4,102.5
2318,0.7,7.3
2319,3.3,24.9
2320,1.7,13
2321,3.4,26.1
2322,1.3,10.5
2323,12.4,82
2324,6.9,51.4
2325,0.1,6.5
2326,7,51
2327,8.4,61
2328,1.3,9.4
2329,4.2,30.6
2330,1.9,16.1
2331,0.2,5
2332,0.1,3
2333,2.9,21.6
2334,7.8,57.4
2335,5.9,44.5
2336,4,30.2
2337,11.3,75.8
2338,2.5,17.7
2339,1.1,9.4
2340,1.4,11.5
2341,0.3,6.1
2342,2.9,22
2343,1.2,9.7
2344,10.4,72.4
2345,4.5,36.3
2346,3.5,27.6
2347,1.3,10.3
2348,10.9,74.5
2349,14.4,90.8
2350,4.1,30.6
2351,1.7,12.8
2352,8.5,59.4
2353,0.7,7.5
2354,10.9,73.4
2355,12.5,81.9
2356,1.3,11.9
2357,17.9,108.8
2358,4.6,37.9
2359,6.9,51.7
2360,4.9,37.7
2361,4.5,35
2362,4.1,28.8
2363,1.6,11.3
2364,2.9,23.3
2365,3.4,28.5
2366,2,15.8
2367,9,63.2
2368,2.2,15.9
2369,0.5,6.2
2370,0.3,3.4
2371,0.1,5.1
2372,0.5,6.1
2373,0.3,5
2374,8.1,60.1
2375,12.1,81.5
2376,2.1,16.5
2377,11.7,78
2378,9.2,65.1
2379,4.4,31.1
2380,3.4,25.1
2381,1.4,10.3
2382,1,7.1
2383,2.1,17.9
2384,0.3,3.2
2385,7.8,55.4
2386,6.1,44.7
2387,1.4,10.3
2388,4.9,37.6
2389,14.9,95.2
2390,3.1,22.9
2391,31.8,156.2
2392,3.6,28.1
2393,12.1,81.4
2394,7,50.7
2395,1.4,9.3
2396,6.2,44.8
2397,0.1,4.7
2398,6.1,46.6
2399,3.3,25.5
2400,14.4,93.3
2401,3.9,29
2402,13.6,86
2403,4.2,31
2404,8.7,63.4
2405,1.3,10.9
2406,1.1,9.8
2407,15,96.1
2408,4.2,32.9
2409,11,76.4
2410,11.9,79.4
2411,1.9,14.4
2412,0.2,4.2
2413,2.4,18.7
2414,0.1,4.2
2415,2.7,22.8
2416,5,37.1
2417,3.1,24.8
2418,0.7,8.6
2419,1,6.9
2420,0.2,4.3
2421,1.6,14.2
2422,6.4,47.3
2423,3.4,26.4
2424,0,5.6
2425,15.7,97.9
2426,8.5,61.5
2427,9.2,64.9
2428,2.9,22.3
2429,10.7,72.7
2430,1.4,11.8
2431,6,43.7
2432,4.5,34.9
2433,3.4,26.4
2434,5.3,39.9
2435,1,7.5
2436,2.2,18.7
2437,9.5,65.1
2438,3.8,29.1
2439,0.6,7.5
2440,1.4,11.1
2441,4.7,35.2
2442,14,88.4
2443,2.4,19
2444,1.2,8.5
2445,1.9,15.1
2446,4.2,31.6
2447,4.5,34.4
2448,8.7,62.1
2449,6.5,49.2
2450,17.7,106.8
2451,9.3,66.6
2452,0.9,7
2453,9.4,65
2454,1.2,10.1
2455,0.2,4
2456,2.2,17
2457,0.8,5.3
2458,16,98.9
2459,4.6,35.4
2460,4,32
2461,9.5,66.2
2462,0.3,3.8
2463,0.5,6.1
2464,16.9,103.1
2465,2.4,18.5
2466,1.3,10.5
2467,0.8,7.9
2468,9.5,67.8
2469,5.7,42.7
2470,3.4,25.7
2471,2.4,19.2
2472,10.2,70.4
2473,6.2,46.5
2474,0.9,8
2475,4.9,36.2
2476,7.8,57.3
2477,8.6,59.8
2478,6.4,48.1
2479,6.4,46.6
2480,2.2,18.3
2481,0.6,5.2
2482,0.2,5.2
2483,6.1,47.7
2484,10.9,72.9
2485,2.2,17.1
2486,1.6,12
2487,2.1,17.7
2488,9.9,68.5
2489,2.9,23.1
2490,1,9.5
2491,11.6,78.1
2492,20.9,120.5
2493,3.9,28
2494,2.4,18.5
2495,0.2,4.8
2496,2.1,15.6
2497,2.1,16
2498,13,84.8
2499,27,141.9
2500,1.6,13.2
2501,11.5,77.7
2502,3,22.3
2503,9.1,63
2504,5.7,43.3
2505,0,3.9
2506,0.7,8.4
2507,1,10.1
2508,10.6,72.8
2509,0.4,5.8
2510,13.1,85.1
2511,10.5,72.4
2512,0.8,8.3
2513,0.4,6.4
2514,9.9,68.2
2515,8.8,62.3
2516,3.1,22.5
2517,5.9,45.7
2518,5.9,45.9
2519,2.4,19.4
2520,3,22.9
2521,2.8,20.8
2522,2,16.1
2523,11.7,78.4
2524,0.5,3.4
2525,7.4,54.3
2526,12.6,83.4
2527,7.9,56.3
2528,7.1,52.3
2529,2.3,18.6
2530,7.8,55.5
2531,2.9,22
2532,1.8,15
2533,2.8,21.9
2534,0.9,7.9
2535,3,23.9
2536,2.1,16.9
2537,2.4,17.8
2538,3.2,25
2539,8.8,62.9
2540,2.1,17.6
2541,3.1,25.7
2542,2,17
2543,6.9,50.9
2544,7.2,51.9
2545,0.1,3.6
2546,18.1,108.3
2547,4.2,33.4
2548,2.7,20.4
2549,0.8,7.2
2550,1,9.6
2551,7.1,51.6
2552,13.1,86.6
2553,12,80.4
2554,0.8,6.8
2555,11.1,75.2
2556,5.2,37.1
2557,7,51.7
2558,8.6,61.7
2559,0.3,5.4
2560,2.4,19.4
2561,17.9,107
2562,0.5,3.8
2563,12.3,80.3
2564,4.2,32.2
2565,12.8,83.5
2566,0.9,8.1
2567,7.6,57.2
2568,3,21.3
2569,3.4,26.2
2570,4.5,34.1
2571,0.1,4.6
2572,1.4,9.5
2573,9.2,65.3
2574,12,77.3
2575,1.8,16.1
2576,8.4,60.1
2577,3,23.1
2578,7.5,53.9
2579,2.2,16.7
2580,0.2,4.6
2581,16.4,100.4
2582,2.5,19.9
2583,2.1,15.3
2584,2.5,18
2585,4.6,34.6
2586,6.1,46
2587,4,32.6
2588,2.9,22.7
2589,6.2,47.1
2590,1.4,9
2591,5,38.4
2592,1.2,8.6
2593,2.3,16
2594,7.8,54.9
2595,4.3,33.5
2596,13.3,85.9
2597,4.3,33.1
2598,2.7,19.9
2599,0.6,7
2600,7.5,54.7
2601,0.5,7.9
2602,1.7,13.8
2603,1.1,8.9
2604,6.8,49.4
2605,4.9,36.2
2606,1.4,10.3
2607,14.5,92.7
2608,1,8.6
2609,4.4,34.3
2610,3,24.9
2611,4.2,32.7
2612,3.7,30
2613,13.9,90.4
2614,5.7,43.4
2615,12.9,85.5
2616,8.9,63.2
2617,1.8,15.4
2618,2.7,19.3
2619,1.4,10.5
2620,1.6,11.9
2621,6.5,47.3
2622,1.1,8.7
2623,8.6,62.3
2624,1.3,9.8
2625,8.3,61.3
2626,3.9,28.6
2627,4.2,31.9
2628,8.1,58.6
2629,0.8,7.8
2630,6.7,49.9
2631,9.1,65
2632,1.6,13.7
2633,9.5,66
2634,16.4,100.1
2635,16,99.3
2636,15.4,96.4
2637,2.7,20.7
2638,3.7,29.4
2639,3.6,28.6
2640,2.6,20.4
2641,3.1,22.9
2642,0.3,6.6
2643,1.2,10.3
2644,2.9,22.2
2645,4.6,34.8
2646,0.5,4.4
2647,3.9,31.3
2648,2.3,18.6
2649,23.7,129.7
2650,7.8,55.3
2651,6.2,45.1
2652,11.7,80
2653,0.1,4.6
2654,0.1,5.2
2655,4.5,35.5
2656,4.3,32.8
2657,1.7,12.1
2658,3.6,27.3
2659,0.8,6.5
2660,3.8,28.8
2661,2.4,18.1
2662,7.5,55.3
2663,0.3,4.4
2664,8,57.1
2665,0.6,5.6
2666,5.4,40.6
2667,6.7,48.9
2668,10.6,72.9
2669,0.5,8
2670,7.2,52.1
2671,0.9,6.9
2672,4.7,37
2673,9.7,67.7
2674,6.2,45
2675,7.7,55.4
2676,5.9,43.9
2677,6.9,50.5
2678,4.3,32.5
2679,1.4,10.8
2680,0.5,6.2
2681,1.7,14.1
2682,0.3,5.1
2683,3.3,26.5
2684,0.9,9.6
2685,12,80
2686,0.4,6.3
2687,2,14.2
2688,9.6,66.4
2689,0.8,8.2
2690,0.8,8
2691,24.7,133.3
2692,0.3,3.6
2693,0.3,4.2
2694,5,38.4
2695,5.7,44.3
2696,18.8,112.2
2697,1.7,11.2
2698,6.6,49.2
2699,8.6,60.5
2700,7.8,56
2701,2.6,19.4
2702,8.5,59
2703,2.7,22.2
2704,6.3,45.9
2705,7.4,52.8
2706,4.8,34.8
2707,1.4,13.4
2708,6.4,49.9
2709,5.8,43.6
2710,1.8,15
2711,11,73.6
2712,12.1,80.2
2713,0.3,5.9
2714,0.5,4.8
2715,2.9,24.3
2716,3.8,29
2717,8.3,59
2718,0.2,6.2
2719,0.7,3.7
2720,2,15.2
2721,1.8,15.1
2722,0.4,4.6
2723,6.1,44.8
2724,6.5,49.6
2725,2.9,21.7
2726,13.3,87.4
2727,4,29.8
2728,3.8,30.4
2729,0.1,4.1
2730,6.3,48
